,日期,標題,內容,讚數
10,2021/05/23 15:53,"聯電, 華邦電, 友達, 群創, 加權指數",群創友達加權指數聯電華邦電孔明筆記本之週線月線KD向下的定義：老粉絲們上課了！1.圖一友達的月線KD交叉向下走，這是一個長期走勢指標，只要月線KD交叉向下，至少要走空頭3～6個月，技術線型不是我發明的，去請教你身邊老手，聽他們說說看是不是這樣子，這是最基本的技術線型分析，最基本的喔…2.圖二群創月線KD也是交叉向下。3.那什麼時候會反彈？看圖三至少得看到週線KD線的9K線向上彎，才可以搶反彈做一波！4.只要月線KD正式交叉向下，就是要走空頭走勢，任何反彈波都是賣！5.空頭反彈波通常是38.2％～50％反彈空間，有時候會反彈來到61.8％幅度，通常是38.2～50％之間，然後會繼續往下試探二十月線支撐!6.所以我並不打算再做多群創，面板準備走空頭走勢了，我只想再群創跌到十月線，再做一波反彈波38.2～61.8％結束群創之旅。7.除了群創聯電華邦電我還有9檔股票可以操作，因為這9檔股本較小，多空快速改變，不方便告訴大家，因為你們沒有當沖本事，告訴老粉絲們你們只有輸錢一途。8.我還是繼續幫老粉絲們分析，友達群創聯電華邦電大型股比較安全!9.勿以錢少而不賺，學會賺小錢後，慢慢長大有一天就會月入賺50～100萬元，輕鬆賺!老粉絲們你們做的到的！追蹤我不定時分析老粉絲們去按讚,"2,366"
11,2021/05/23 16:10,鴻海,透過第一季鴻海財報觀察獲利創新高的原因之前我們都會透過鴻海有上市的子公司如FII、FIT、FIH去反推鴻海的獲利，之後有一篇文章市場預期鴻海第一季獲利應該會介於多少？ans:2020年第四季鴻海營收較2019年第四季成長15.4%，營利增加3.4%，FII 2021年第一季營收年和2019年第一季比，年對年增加22.8%(因為2020年整covid-19，獲利不正常，2019年才會是正常的水準)，獲利增加10.99%，以鴻海2021年第一季營收較2019年第一季成長27.4%，按去年第四季營收成長15.4%，獲利增3.4%來看，市場也會這樣去推測2021年第一季營收增27.4%，獲利增6%左右，不過fii開出來，營收增22.8%，獲利增11%，所以市場就會回到營收增27.4%，獲利要增13.7%，2019年第一季本業161.1億，業外143.7億，業外算是比較不正常，本業如果增13.7%，那就會是183億，2019年第一季業外的90.97億不會是常態，所以一般市場推測大概業外會落在120億，所以市場預期獲利大概就會是落在1.5~1.6元之間，如果鴻海2021年毛利率能有6%，那本業就會有334.9億，業外如果給你100億，那就會有2.2~2.3元，一般專業一點的法人會依照目前已知的資訊去估1.5~1.6元，如果開出2.2~2.3元，那算是出乎市場預料，但我發覺有一些散戶一付就是估2.2~2.3元是正常的，其實你要是看到2.2~2.3元，那是極度的好，也會是你認為的正常，目前已經的資訊，大概就是會估1.5~1.6元。那時我們推估除了fii、fit、fih外的營收是屬於蘋果高階12的貢獻，2020年FII貢獻鴻海632億，以下鴻富錦精密電子貢獻229億，今年第一季蘋果高階熱銷，理所當然的就是增加在製造蘋果手機大本營的iDPBG 事業群（數位產品事業群integrated Digital Product Business Group）鴻富錦精密電子(鄭州)有限公司鴻富錦精密電子(煙台)有限公司鴻富錦精密電子(重慶)有限公司鴻富錦精密電子(成都)有限公司鴻富錦精密工業(衡陽)有限公司鴻富錦精密工業(深圳)有限公司鴻富錦精密工業(武漢)有限公司主要從事時尚移動通訊終端設備，影音數字產品的研發與生產，服務於全球一流客戶，是位居世界前列的數字產品製造商。第一季財報出來後，我們觀察一下附圖鴻富錦精密電子(鄭州)貢獻情況(蘋果生產重鎮)，果然，第一季就賺了76.28億，贏過去年全年的60.72億，鴻富錦在中國其它區的表現也都相對的好，以鴻海四月的營收來看，蘋果12高階版維持在上半年不會有什麼問題，第二季當fii、fih、fit開完財報後，我們可以用第一季估鴻富錦精密電子(鄭州)及富泰華工業(深圳)有限公司來估，這樣有助於提高eps的估算值，之前我就在想，fii、fit、fih的營收都沒有大增，那一定是有別的子公司大增，目前以獲利結果論來看，就是鴻富錦、富泰華貢獻出來的，這兩間在中國都是進口及出口的前200強，算是很具競爭力的公司，之前我們因為fii、fit、fih有上市比較好查得到資料，所以把專注力都放在上面，造成有一些營收出來時，我們不確定貢獻度會是多少，但經過第一季的經驗，第二季扣除fii、fit、fih後，應該就比較容易就做出鴻海的eps。,"1,749"
12,2021/05/24 05:27,加權指數,坐穩了，股市要校正回歸到17700點了,28
13,2021/05/23 09:43,鴻海,未來3天，每個人都要成為阻斷covid-19傳播鏈的關鍵今天也需要大家多幫忙的減少不必要的移動，真的需要外出購買生活物資，也請做好防護，隨身帶瓶小酒精消毒雙手，口罩從你出門的那一刻就要戴好，外出時盡量不要使用公共廁所，要勤洗手，保持社交距離，不要在外面吃東西，回到家就把口罩丟掉，若家人有出現不適的情況，不論是感冒或是什麼，有必要的話，在家中說話時也可以戴著，吃飯時也盡量不要交談，我們在外面保護別人，在家也不要忘了保護家人，我看到社會上有人在吵開車兩人要不要戴口罩，說如果是自己的家人那戴心酸的，說真的，你在外面保護別人，卻不願意保護你最親的家人，有什麼好爭，好吵的，你就把自已以外的人都當確診人來防，你可以保護自己，別人，相樣的也能保護自己的家人，尤其當你或家人有出現不適時，即便是小感冒，你也是能盡量的保護自己。covid-19平均發病日是7日，因為在家中很多人覺得是自己家人，就不會去做防護，所以再加個一些確診人傳給自己家人的第二輪，造成病例會維持平穩比7天時間更長一些，道理在於，你面對自己的家人，你就採完全不防護，你永遠都不會知道病毒是從哪個角度侵入到你或你家人，你都願意保護別人了，為什麼不會高規格一點連自己家人也保護，哪怕同住的人會被傳染的機率非常大，但你還是可以從家中就養成習慣，自己的身體自己很了解，哪怕是有症或無症，你在家和家人說話時，口罩還是要全程戴著，吃飯時不要在那聊天，當你有症狀時，盡量和家中的人保持一些距離。當你連在家都養成這種習慣後，你外出面更是可以做到滴水不漏，目前中央及各方首長就是努力的制定標準出來，人民就是盡量配合，先讓疫情不要失控，以爭取時間施打疫苗，目前企業也是傳出有意進口疫苗，我是覺得，台灣的大企業在全世界都有一定的影響力，之前別人也是求我們要出口半導體給他們，疫苗也是可以從多方管道努力，目前台灣政府偏向國產疫苗的道理在於，當初要求廠商去加速研發疫苗，如果最終沒有和國產疫苗購買，那就會造成廠商損失，在本土還沒有升溫時，我覺得這樣無可厚非，但是目前是非常時期，還是得盡量的先滿足第一線上戰場的醫護，警消，防疫旅館，高風險的老人…等，不論用什麼手段都要先爭取到疫苗讓這些人先打，國產疫苗如果有競爭力，全世界疫苗的需求至少是150億劑(全球77億人口，一人兩劑)，目前全球還是普遍缺疫苗的，如果競爭力夠，也不會怕賣不出台灣，如果競爭力不夠，那就算台灣人都打了，不過也能4600萬劑，別國不一定會買單。我說過，我來這裡不單單是告訴你怎麼投資鴻海，我是教你一整套的投資觀念，如何去判斷資訊，今天我可以正確的去判斷股市，我也是能正確的判斷covid-19的情況，當然中美貿易戰發生時，我也是能夠快速的判斷，因為投資需要做大量資料的收集，然後把這些海量的資料取出有用的資訊，最終有系統的成為知識，經過時間的累積，最終就會成為智慧，很多新手及菜鳥，連最基本的資料都無法去判斷，無法從海量的資料中找到有用的資訊，他們也不會去把取出有用的資訊做一個有系統的整理成知識，所以很難成為一個有智慧的人，大家看我在方格子整理的那一個目錄，那些是從無數的資料中取出有用的資訊，然後經過有系統的整理，最終成知識，我一遍一遍的去閱讀，最終讓我變成一個有智慧的人。個人股市研究觀察記錄文章目錄https://vocus.cc/article/5fb91df5fd89780001008ab3很多新手覺得這些太難了，就希望別人告訴你何進買進，何時賣出，當你無法累積資訊成知識，最終成為你的智慧，你是無法長期在股市中活下來的。,"1,912"
14,2021/05/23 12:12,"台聚, 大亞, 宏泰, 永豐金, 隆大",🚩🚩🚩隆大（5519）：1.4月22日碰觸到近年最高點25.75元後開始下跌，迄星期五收盤價21.85元，跌3.9元（-17.84%）。2.本週漲1.05元（+5%），三大法人合計買超973張。3.4月份營收10.39億，歷史第3高紀錄，年增率254.9%，月增率+118%。4.今年1至4月份累計營收16.19億，創歷史最高紀錄，累計年增率130.8%。5.是績優股，每年配發股利，去年EPS 2.07元，現金股利1.8元，配息率達86.95%，歷年來最高，殖利率約9%。6.隆大當前在手以及將推出的建案能量逾200億元，土地庫存可滿足2024年前推案，中長期展望看俏。🚩🚩🚩永豐金（2890）：1.5月10日碰觸到近期最高點14元後開始下跌，迄星期五收盤價13.2元，跌0.8元（-5.71%），算是很抗跌。2.本週漲0.05元（+0.38%），三大法人合計買超10151張，正在醞釀一波大漲。3.去年EPS 1.09元，配發股利0.7元。4.今年證券業務經營的非常棒，第一季EPS 0.39元，預估今年全年度EPS1.6元。5.今年4月份營收35.81億，歷史單月第11高。6.今年1至4月累計營收153.4億，累計年增率26.6%，創歷史最高紀錄。,"1,570"
15,2021/05/24 05:16,加權指數,那些一直看空的人說的好像股市他們家開的一樣，利空消息是有，會跌也不意外，但喊著熔斷破破底的頭腦是撞到嗎？上次是因為融資斷頭才會速跌，這次缺水缺電早就反應好幾天了，疫情大家也是見怪不怪，一直喊崩喊崩，我是主力直接嘎上去給你們哀哀叫了,18
16,2021/05/24 00:45,"台耀, 高端疫苗, 台康生技",文字、數字怎麼表達不是重點大家也不要繞圈圈蓋歪樓別管什麼校正什麼迴歸了啦！反正每天確診還是好幾百人疫情非常嚴重！請10中部長重視國產疫苗進度讓國產疫苗快快迎頭趕上解救國人於世紀瘟疫之亂才是全國之幸、全民之福,100
17,2021/05/24 00:22,"寶齡富錦, 台康生技",YouTube的演算法推薦我這個影片蠻剛好的的就在去年的520採訪的是安肽生醫的沈董詳細介紹了三家策略聯盟分工抗原快篩使用流程與病毒變異的問題影片不長有興趣的可以看看https://youtu.be/Mje6v4ThYNs,74
18,2021/05/24 01:31,鴻海,剛回到酒店準備休息，看著新聞，郭董想買輝瑞疫苗的消息，新聞寫著買來給員工打，多的捐給國家。想到去查看看郭董的鴻海持有張數。總共持有130多萬張，目前110萬張質押還有20萬張鴻海用100塊整數算等於200億台幣歐盟買輝瑞一劑查是約500台幣左右，跟上海總代理與德國協商第一時間供應如果出2倍價錢1000塊1劑『胡亂設定』500塊可以買4000萬劑，但市場大家搶貨如果給2倍價錢1000，等於有2000萬劑200億可以買4000萬劑或2000萬劑！郭董都意向投資台康了，台康漲。但如果郭董真拿著錢去買疫苗用捐的，對鴻海是會漲還會跌？不過這新聞不論真假，但有提出郭董應該多少有點消息，對於持有鴻海的我，還是深感佩服大愛，不過對鴻海的股價，應該不會像台康那麼是利多.........因為錢是丟出去的。,118
19,2021/05/23 18:50,"友達, 群創, 彩晶",面板股下週即將反彈了嗎？觀察友達、群創2月底到5/21期間借券賣出餘額與股價的關係！友達3/5借券賣出餘額來到58.3萬張，當時股價在18元低檔，隨著借券賣出餘額一路減少，4/26借券餘額來到最低點35.6萬張，股價隨後在4/29創下35.5元高點，股價隨即回檔，借券餘額賣出開始一路增加，5/21突破60.3萬張新高，股價上週也來到近期的低檔。群創2/23借券賣出餘額達60.3萬張，隨後借券餘額開始回補到4/28降到37.1萬張，群創股價4/29創下32.55元高點後開始反轉，借券賣出餘額到5/21來到58.7萬張高點，借券賣出餘額與股價走勢與友達幾乎相同。彩晶因5/3～5/14被限制資券交易，因此借券餘額與股價走勢關係只能觀察4/29之前，觀察前半段走勢，跟友達、群創走勢其實蠻相近的。我認為這週借券賣出餘額已達高點，這波面板股價回檔到上週，若觀察與借券賣出餘額當參考，大概已經到達低點了，給大家參考囉！,"1,984"
20,2021/05/24 01:28,"大成鋼, 合一, 生華科, 逸達",其實我比較想跟各位聊灰犀牛🦏！在金融市場上，黑天鵝泛指發生率極低、易被忽略的事件，比較是不可測的風險。而灰犀牛泛指極可能發生、影響巨大，卻被忽視的威脅。個股可能有🦏，類股可能有🦏，大盤當然也有可能有灰犀牛！個股的有的已經發生，有的正在發生，當然也有即將發生的！這次沒點名，那個粉，就別硬要來露面說事了～類股我一直在看鋼鐵類股，是不是也躲隻🦏，最大亂源最大生產國：中國-其政府前幾天加大打壓，為的是希望高耗能高污染能轉型，故事慢慢看，但別忽視中國政府那隻手的決心。不能說中國官商鬥法不重要，請記得-五月開始，外銷取消出口退稅，要知道中國企業長久以來就是靠著政府補貼及退稅，才能在世界攻城掠地，現在這老虎拔了牙，吼叫兩聲，小生怕怕，三聲之後，猶如狗吠火車，檔不住趨勢的～（我們保守慢慢看，至少今年無懼^_^）左右前後看一看，始終沒變的-需求增加，產能減少，趨勢未變，有興趣就一起看戲吧！最早想談🦏，是在比特幣拉到五萬多鎂時，個人是不認同弄一堆高耗能的電腦在那運算，然後就能挖到礦，而發大財，2018年五月時，大約有1800種加密貨幣，截至2019年七月，已經有超過2600種加密貨幣在流通，這不是很詭異的一項金融商品嗎？一個或一群很聰明的人，自創一個演算及驗證方法，然後大家什麼都不做，專職挖礦，就可以財富自由！今天不自由，明天明年可能可以很自由，因為數量固定，越挖越少，越難挖，價值就會隨之增加⋯⋯當然支持的人也可以說，至少不會像美國政府一樣，胡亂無止盡的印鈔票，開採實體礦產也是高耗能...這議題談三天三週三月三年也爭論不完，就好比畢卡索的畫作般，信者，價值非凡，不信者，一毛不值。反正投資就是這麼一回事，每個人有適合的商品及能承受的風險，這種商品多會漲，我都買不下手，朋友三千多入手的，也是給予祝福，至於羨慕嘛，一點都沒有，因為我買了，睡不好，折磨而已～最近好幾家新藥公司，都表態願意無償提供臨床新藥給武肺患者使用，到底是發發新聞還是怎樣不得而知，我是仔細的看了兩家新聞稿，都是願意無償提供，而生華科是讓各大醫院來申請恩慈療法。逸達是向主管機關及有關單位洽詢，FP-025 能夠協助臨床抗疫的方式，不論是作為恩慈療法或是增加台灣進入目前的二期臨床試驗收試點。還有其他新藥公司，最後是否會納入使用，就持續觀察，只是不偏頗的中性看待時，光這兩家，認真想想，積極度是否.....！,94
21,2021/05/24 05:17,"鴻海, 台積電, 聯發科, 元大台灣50",大家不要緊張。相信國家🙏相信    黨🙏相信台灣🙏台灣 No 1🎉台灣 Can Help🎉台灣好棒棒🎉🎉🎉,12
22,2021/05/23 21:05,"永豐金, 高端疫苗",今日分析文～打疫苗是提高保護力不是100%打完就像吃無敵星星可以各國趴趴走現在全球疫情多變這一刻安全不保證下一刻也是病毒就是這麼高拐沒有任何一款疫苗會跟你說打了100%保證安全這一兩年只要全球施打率未達六成恐怕很難安心出國風險其實很高若全球疫苗施打率高也許還可以考慮但目前現實就是疫苗全球大缺貨許多國家一劑難求所以出國的願望可能還得緩一緩有公務需求出國的話政府多方採購目前有AZ之後有Moderna而高端早已入選WHO的候選疫苗名單WHO保護力連結會議將開始若高端通過此保護力連結將有機會省去三期的時間與國際接軌而台灣同時申請緊急授權也有可能先與AZ進行head to head高端目前數據不錯許多專家都看好高端目前台股市場話題繞在高端不懂的門外漢盡是批評到一無是處沒有持股的喊話比誰都大聲想要造成甚麼影響？國產疫苗至少是食藥署全程監督數據資料政府都有安全性、有效性就是審核過才知道至少在安全性這一點目前高端參加二期試驗的版友眾多都表示副作用低或幾乎沒甚麼副作用現在就是有效性、保護力的問題M大提供了一個很好的影片https://reurl.cc/R6K5nG大家可以參考4：15之後的說明中和抗體水平可高度預測有症狀的SARS-CoV-2感染的免疫保護作用其實這也跟我之前跟大家分享過的某篇提到R0值有關的文章相關原本我的那篇內文中的影片：https://reurl.cc/Gdz8k3我再整理一次重點如下R0的定義：就是指在理想狀態下平均一個感染者能夠傳播給幾個人若R0>1 感染者就會越來越多  直到所有人都被感染為止R0越大傳遍全民的時間就會越短R0<1感染者會越來越少  直到病毒徹底消失為止R0越小病毒消失的也就越快R0定義簡單但R0要得到數值極為困難R0會不停變化，不是一個定數。人員密度、流動率、社交距離保持的好壞、防疫物資的配備是否充足都會影響到R0值。而疫情能否徹底終結取決於：一、	疫苗的保護率二、	疫苗的接種率三、	感染者基本繁殖數R0值四、	無症狀患者的傳染率評價一款疫苗的好壞不僅要看他的保護率還得看它是否能夠降低無症狀患者的傳染率此影片中的專家講解內容得很清楚淺顯易懂不過對岸國藥跟科興的保護力需修正綜觀M大那篇跟我之前PO的R0值那篇參考各家恢復者血清抗體中和效價(另外我也提供之前我整理黃立民醫師演講中對各大疫苗恢復者血清抗體的情形讓大家參考)加上目前AZ在台灣施打的情況及高端二期解盲後的數據我相信如果有head to head的話，應該高下立判。人民的安全就由數據、專家去決定不是由政客帶風向決定高端真的很低調挨著打也沒出來吭聲此時無聲勝有聲是好貨終究藏不住光芒的通常大絕招是後面會出來的高端目前各外資大戶、隔日沖籌碼情況大概再掃過一次摩根大通從去年累積至今買超5742張高端大跌期間沒有甚麼動靜  港商野村從去年累積至今買超2397張高端大漲期間5/11~5/17買超39張高端大跌期間一張都沒賣野村已經是釘子戶了玉山高雄從去年累積至今買超1346張高端大跌5/18賣超190張後面幾天一共買超208張大跌隔天開始有追補回來去年至今的總買超已超越了台灣摩根士丹利台灣摩根士丹利從去年累積至今買超1294張高端大漲期間5/11~5/17賣超486張反倒是高端大跌期間沒有甚麼動靜(只賣超11張)再繼續賣可能快沒籌碼了我猜這間賣量變小有可能很快又會來補貨的！國泰敦南從去年累積至今買超1235張高端大跌期間買超38張凱基-台北從去年累積至今買超834張這家的慣性有改變之前做短居多  不太會波段但上個月有持續小買進高端大漲時調節賣得差不多而在高端大跌期間再回頭買超815張勝率比富邦建國高太多永豐金羅東從去年累積至今買超244張其實它籌碼幾乎賣光光了在高端大跌期間回來買超補貨207張富邦建國4/27買超310張 買均294.3元4/28賣超302張 賣均280.5元賣一張賠1.4萬左右！賣302張賠了422.8萬！！5/17買超467張、買均416.3元5/18賣超379張 賣均381.8元一張賠3.45萬左右賣了379張是賠了1307萬左右又5/19賣超142張  賣均360.5元一張賠5.58萬賣了142張是賠了792萬左右操盤的是有甚麼問題？兩天賣出賠了快兩千萬這兩波的操作都在賠錢！已經賠兩輪了？？？繼續觀察這家是短線失敗的最好借鏡想來高端沾醬油玩短線想吃豆腐的我看你別來了抱不住的高端的震盪多的是短線失敗的高端短線看不准多的是中長線才能跟外資大戶比氣長你沒做功課就跨進來很容易被甩轎我依舊看好高端我一張不賣理所當然追蹤我是危險的我只有高端一檔我早已歐印高端請勿亂跟單盈虧自負！,790
