,日期,標題,內容,讚數
747,2021/5/16 00:13,"長榮, 陽明",看到長榮跟陽明在人氣的第一第二就放心了，就算再怎麼跌只要人氣夠旺要拉回的速度也會很驚人,23
748,2021/5/16 00:12,"長榮, 陽明",接刀埋點？抄底買點？,18
749,2021/5/16 00:11,陽明,台灣只示範一次,49
750,2021/5/15 23:37,陽明,無聊,2
751,2021/5/15 23:33,"台泥, 台積電, 長榮, 陽明, 萬海",相信大家一定和我有一樣的想法：因為疫情，今晚活動都取消了，也無法去健身房運動，只能在家一直吃東西，和滑手機，感覺很無聊，所以晚上只好發幾則發文來抒發。心想如果疫情更嚴重時，連工作也沒有，又必須要有收入，也只有股票能在家裡買賣這也然怪，疫情嚴重的國家，失業人口不斷增加，GPD負成長，股價照樣漲上天大家會有更多時間來研究股票。還有在家來做夢，做夢行情即將開始....,60
752,2021/5/15 23:32,"長榮, 陽明",反正被套深了，沉底加碼賭一波了....,42
753,2021/5/15 23:26,陽明,官股在賣，目的應該是打當沖氣燄，海運產業跟本沒問題，新聞供參.,14
754,2021/5/15 23:26,陽明,航運 面對的是不只是疫情的影響很多人拿疫情來當航運下跌的理由但是看看大盤5/11最高17137到現在15827其實也只回檔了7.7%航運以長榮為例 則是從100-70.1回檔了30%陽明、萬海數字稍有不同但也都比大盤多很多原因是什麼？其實就是籌碼非常混亂經過這次疫情 這禮拜公佈的集保資料更可以說是籌碼正式變成一盤散沙很有可能繼續跌下去就算要回漲也需要一定時間的整理航運股基本面雖好但有大量貸款 融資下來玩的散戶 這種籌碼安定性非常差外加大量的當沖在破壞因此建議還是空手等待低點盤整這種混亂程度低點盤整讓你進一定來得及不急著接刀共勉之,38
755,2021/5/15 23:25,陽明,成本低的你們會續抱還是停利,2
756,2021/5/15 23:04,"中鴻, 長榮, 陽明","陽明違約交割金額1.03億元、長榮海運3526萬元如果都未補錢，卷商會以市價將股票賣出換現金扣款；是不是意謂買盤力道小於賣盤就是跌停價成交？扣除當沖成交量，05/12~05/14每日成交量其實都未想像中高，05/13~05/14的違約金額還沒出來.....六日疫情開枝散葉下，下周開盤想想就恐怖......(停損？停利？抄底進場？)-----------------------------------------------------------------陽明、長榮、中鴻慘跌 掀1.78億元違約交割潮(工商時報呂淑美, 張佩芬 2021.05.15)台股本周大跌1,457.91點跌幅8.43％，個股跌勢更慘重，終於引爆久違的違約交割潮，證交所公告，5月14日陽明、長榮及中鴻三檔個股，各爆出1.04億元、3,526萬元及3,934萬元違約交割，都是近年來罕見的新高。而且，這三檔個股違約交割的券商「遍地開花」，各分散在18個、19個、14個不同的券商與分公司據點。證交所表示，目前台股交割採「T+2」制度，也就是投資人必須在股票成交當天（T日）後的第二個交易日上午9點前，將應交割款匯入交割帳戶，若交割帳戶餘額不足，就構成違約交割。據悉，12日違約交割就是12日盤中重挫1,417點的「傑作」。證交所解釋，3.17億元是「買進、賣出合計總金額」，但實際上對市場的影響要看「買進、賣出相抵後金額」5,147萬元，對於違約交割的投資人，券商將會進行追償，在尚未清償前，違約交割的投資人將不得進行交易，證交所會對所有券商通報。據統計，這三檔爆大量約違交割的個股，個股本周股價跌幅都接近二成，陽明周跌幅19.13％、長榮跌17.53％、中鴻跌20.79％。進一步統計本周跌幅逾二成的個股，「整戶維持率」大都在170～180％之間，但整戶維持率是含融券維持率，以融資戶不可能也同時是融券戶來看，目前這些個股「融資維持率」已掉到130％附近，甚至有不少個股更在110～120％之間，買在高檔的投資人恐將面臨一波追繳及斷頭的壓力，未來違約交割壓力仍不輕。運價再奔新高 歐洲線周漲逾16％上海航運交易所14日發布最新運價指數顯示，除了上海往釜山的運價平盤，其餘11條主要航線全面漲價，其中歐洲線漲最多，每箱（20呎櫃）運價達5,438美元，周漲幅16.25％，每大箱（40呎櫃）運價達10,876美元，創新高。15日歐美線剛漲價，赫伯羅德6月1日美加線每大箱要再調漲1,200美元。攬貨業者指出，上海航運交易所公布的是本周市場運價，包括15日漲價後歐洲線的平均運價，目前台灣船公司對英國的報價是12,500美元。美東線本周每大箱運價達7,378美元，單周上漲342美元，因為買艙費自3,500美元起跳，運價也是破萬、10,878美元起，台灣平均運價收1.2萬美元。上周在上海航運交易所數據中，意外出現跌價的美西線，可能是因為5月美國線新長約開始實施，有些船公司把長約價算進去，長約價雖然較去年漲了一倍多，但是還是較現貨市場運價低許多。美西線長約價約3,500美元，上周現貨價4,608美元，本周是4,839美元，買艙費另計，簽約的託運人，頂多有兩成貨載能以長約價計費，其餘還是要加價。各船公司向海航運交易所報的都是現貨價，因此上周為何出現下跌的數字，至今仍是羅生門。但可以確定的是歐美都因碼頭壅塞問題，嚴重影響到運力供給，船舶準班率從七成左右降到兩成。",28
757,2021/5/15 23:02,"集盛, 燁輝, 偉詮電, 陽明, 撼訊",你們就別理他們這些了我來對付便可 不知道為什麼他們沒有買這張股票  為何要來這邊多管閒事呢？第一點 看別人賺眼紅？第二點 放空？除了這兩個 我真的找不到其他理由來解釋為何第一張圖 留言中知曉他並沒有買這檔股票你們用膝蓋想想 如果你沒有買 你會想管別人買什麼股票 賠了錢賺了錢嗎？ 當然不會嘛說實在我真的很不想嘴人 如果給我個資料理由證明 我都還能謙虛的說你對 但他們展現出來的是什麼？ 有需要我在多言嗎？留言區我會放幾張圖來給你們看看他是不是反指標 自己去了解便知第二張圖 剛剛一個發文仔 被我發現後就刪文了這樣不是很好抓分身仔來製造恐慌嗎？看的東西幾乎一模一樣我說要做假要製造恐慌 也做得像一點還露出一點蛛絲馬跡 是當別人都傻子哦？你們自己看看這兩個人 近期的股票都是留言在燁輝和偉詮電 最好是那麼剛好版主在集盛發文他就能馬上出現在這裡附和不覺得真的很蠢嗎？ 你們就不要理空軍了 第一季0.72 4月扣掉業外新聞說一半 我們拿0.2就好 就已經來0.94個月已經快1的股票 剩下月份我們拿0.2就好0.9+1.6+業外 會來到多少？ 至少大於2.5以我來看至少超過3！ 下禮拜我準備進入海運股！！,75
758,2021/5/15 22:57,陽明,1.警戒第二、三級最嚴重立即的影響，是婚喪喜慶的宴席取消與否，其他只是人數的差別。更嚴重的是【不能出去玩了】2.中盤商很懊惱該不該進貨，又面臨下游的退貨，或是後續已訂貨不交。3.物資搶（商機），食品大廠肯定意識到囤糧，在無疫情下大多只是建立安全庫存，疫情發生馬上變戰備庫存？4.食品大廠採購對於期貨與運費都是錙銖必較。本周疫情發生、FBX漲，對運費是有利的轉嫁。因為能推給國外指數大漲進而轉嫁。5.運費的漲價大多是最先反應的，確也是最末段才被注意的，因為成本增加都有所謂的優待。6.最後才被注意到的，往往都是已經成為早知道就……,15
759,2021/5/15 22:56,"華邦電, 友達, 陽明, 華航, 群創",很多人目前比恐慌指數還恐慌來我邦各位打個針依我專業的營業員看法我本身站比較高正所謂欲窮千里目更上一層樓我站在至高點大概7樓那麼高來看後天台股走勢其實我不擔心怎麼說呢台股的走勢只要你有信心我有信心那我相信外資也會有信心台股15000將是甜蜜點我相信 國安基金應該會進場護盤這時候 跟著國安走財富自由就看這次ㄌ長榮，陽明，萬海，群創，友達，華邦電，彩晶，華航，長榮航,76
760,2021/5/15 22:50,陽明,上週五大盤大漲，電子股、生技股、金融股已經多檔先反彈，只有航運股及鋼鐵股繼續重挫！航運鋼鐵已比大盤再多跌一天，5/17週一，航運與鋼鐵，頂多小跌甚至開始反彈！不要認為疫情擴散下，已超跌的航運及鋼鐵股還會在週一續跌，那可就想太多了！不論如何…5/17週一，絕對是航運及鋼鐵股的最後買點，如買航運首選陽明！,36
761,2021/5/15 22:50,"華邦電, 友達, 陽明, 華航, 群創",大家有震撼到吧新增確診人數突破台灣單日新高這代表著一個警訊就是染疫的人越來越多了分享給大家長榮，陽明，萬海，群創，友達，華邦電，彩晶，華航，長榮航,29
762,2021/5/15 22:49,陽明,"新冠肺炎疫苗自費暫停預約！日打3.2萬劑創高 5/31到期剩不到10萬劑https://reurl.cc/bz0g3M大家在撐著點～等這波要過期的疫苗打完,就會來拉上去了沒辦法,誰叫你們都不打,搞的政府多沒面子只好...........",6
763,2021/5/15 22:49,陽明,疫情使人..人心徬徨！目前看起來處處都是危機....目前海上還比陸地安全....想下船也不知往哪裏去！,13
764,2021/5/15 22:46,陽明,大家都住幾樓？,6
765,2021/5/15 22:44,陽明,國際運價本週又大漲了，再衝一波吧！https://money.udn.com/money/story/5612/5458834#,27
766,2021/5/15 22:43,陽明,520快到，別輕易賣掉手上珍貴的船票,23
767,2021/5/15 22:42,陽明,下週一股票崩跌中牌面一定要有一些支撐的指標股撐住大盤，讓大盤止跌回穩目前貨櫃三雄是最好的指標股國安基金、法人必將有所表現的,27
768,2021/5/15 22:40,"華新, 大亞, 長榮, 陽明, 加權指數",短線反彈 注意國際動向,38
769,2021/5/15 22:39,陽明,禮拜一我想all in,17
770,2021/5/15 22:35,"長榮, 陽明, 群創",剛做一個夢禮拜一開低、恐慌出貨再來拉到翻紅宵夜😁,50
771,2021/5/15 22:33,陽明,世界疫情升溫...國際運費續漲...航運卻一直往南開......慘,21
772,2021/5/15 22:26,"長榮, 陽明, 萬海",長榮和陽明有多強？和馬士基比一下今年第一季獲利就知道了馬士基的運量佔世界的16.5%陽明和長榮的運量加起來佔世界的8%重點是今年第一季長榮和陽明加起來的EBIT（稅前息前利潤）和馬士基不相上下這代表陽明和長榮船隊的獲利能力，大於馬士基太多了未來呢？因新船的增加，獲利能力只會更強因馬士基大買自己的股票來當庫藏股，未來2年內會買更多。同理持有陽明和長榮股票，對於未來應該還是看好以上是個人的看法，分享給各位。,97
773,2021/5/15 22:24,"友達, 長榮, 陽明, 群創, 加權指數",籌碼為驅很明顯可以看到主力籌碼左邊  買進大於賣出右邊  賣出大於買進這會造成下跌時  沒大人照顧而出現大幅度的下殺出現跟著主力的操作走 低檔大量買進  高檔分批賣出做好資金的分配運用韭菜最喜歡說 知道明天會跌我今天還不全數賣掉 反手放空對啊  你確實無法知道明天會跌但你卻他奶奶的很有信心會漲思維邏輯真得好棒棒😂,30
774,2021/5/15 22:22,陽明,台灣人很容易麻木的，痛幾天習慣了就反彈了🤣,18
775,2021/5/15 22:21,陽明,我沒融資，我也是多軍，疫情持續延燒我也無能為力，漲跌混沌未明，說什麼都不對，我不是神也無法預知未來，短期只能靜觀其變，獲利了結還是停損出場全看各位投資人的抉擇，陽明今年我看好它，股價總會回到應有的價位，目前先做好自身防護才是重點，不然有錢沒命一切都是空談。,39
776,2021/5/15 22:20,陽明,"台股情況，挾帶著自信、時事造就的天時地利，投資人大開槓桿。兩週前數據顯示，今年台股的融資餘額已經增加46%，達到2011年新高。而同期，台股漲幅僅19%，也就是說，融資速度快過股市上漲。股市裡沒有什麼比margin call（追繳保證金）更能引發恐懼。，恐懼在台股裡轉成恐慌，現在股市再次昭示了解除槓桿的威力，融資融券交易過去幾個月推升台股，但當投資人面臨追繳，跌幅也會更大，散戶使用槓桿放大收益，「他們通常短進短出，市場裡只要有風吹草動，就會有很大的反應」。台股表現本來優於全球市場、但現在新冠病毒再度現蹤，況且全球股市也正躁動著，疫情加上，融資速度，這些因素造成台股史詩級巨崩。其實這些現象存在於各國的股市中，但是風暴過後，其實很快就能在創高點，到時候股市終歸基本面，然而在股市再創佳績時，還是會有新一代的融資客進場，好運的全身而退，不好運的賠錢了事，更慘的是結束生命..不管是投資客還是投機客，我建議別再這片股海裡，賭上全部、身家，生命，不要贏了點錢就當自己是股神，玩股票保持平常心很重要，但當你賭上全部時，稍微風吹草動，妖魔鬼怪的發言，都能讓你一夜難眠。如果明哥有在跌下去，我會在多買幾張，我不賭身家，看好明哥，從買它的第一支開始，初衷沒變，很多時侯危機也是轉機，在它破90時，我就想不追高，先一半獲利了結，等它下來時在補，從籌碼面來看，明哥也是亮眼的，所以我不擔心，不要在股票高漲時，上去追高，那麼等它下來的時侯，就要去參考他的營利、基本面、籌碼，這些如果不是他下來的主因，那麼可以選在你想要的低點進場，自己的錢自己決定，觀望還是上船。『你有追高的勇氣，就要有套牢、停損的覺悟,但你會失去的是逢低進場的信心，錯失了機會』，因為追高的錯誤，所以你失去了信心。最後的總結還是防疫，健康才是最大的財富，多洗手，出門必多帶幾個口罩，盡量避免參加大型活動或是夜生活，一起祈禱台灣能早日度過疫情影響，這樣大家也能早一點財源廣進。",22
777,2021/5/15 22:14,陽明,https://ctee.com.tw/news/stock/460429.html,6
778,2021/5/15 22:14,陽明,不信的 可以繼續危言聳聽。我替誰辦事應該很清楚吧！,10
779,2021/5/15 22:12,"中鴻, 鴻海, 台積電, 陽明, 加權指數",一個字「空」就對了！哪些標？很簡單！星期五收「紅」的電子、傳產星期一不管開低開高空就對了！怕力道不足的可以現金加融券加空！這樣強大的賣壓一定可以灌到跌停！星期三前都不急著回補，只要星期三有跌不下去的感覺就可以回補了！這是我的操作建議，這樣或許能把你這禮拜跟上禮拜虧的都賺回來甚至還有賺！試試看吧～,42
780,2021/5/15 22:10,"南帝, 陽明, 亞光, 四維航, 申豐",有沒有人是5/7 進去還沒出來的,24
781,2021/5/15 22:09,"中鋼, 台積電, 長榮, 陽明",長榮(2603) 陽明(2609) 中鋼(2002) 台積電(2330) 友達(2409)去年歐美國家，還有現在的印度。他們的股市，都是疫情越嚴重，然後股市漲的愈猛。去看看他們的走勢圖，也就一清二楚了。,40
782,2021/5/15 22:08,陽明,重申一次；台灣人將在三周內消滅英國變種病毒；自己的國家自己救！不要給別人看笑話！加油！台灣人你可以的！,53
783,2021/5/15 22:04,陽明,你因疫情看空的人是不是太小看台灣的自制力了我敢包證2週內台灣單日確診人數會回到個位數原因很簡單因為台灣超級怕死超級怕給人找麻煩,44
784,2021/5/15 22:03,陽明,華爾街名言：「行情總在絕望中誕生，在半信半疑中成長， 在憧憬中成熟，在希望中毀滅。」真要賣「100.5」那天 在歡呼聲中就該賣了現在是要砍在什麼阿呆股啦,36
785,2021/5/15 22:02,陽明,期待陽明跌回20元,16
786,2021/5/14 17:18,"台股崩跌下的兩個正面訊號, 中鋼, 燁輝, 國巨, 長榮, 陽明",焦點個股 : 2327國巨、2002中鋼、2023燁輝、2603長榮、2609陽明,10
787,2021/5/15 22:00,陽明,政府才是最大主力。,11
788,2021/5/15 21:59,"中鋼, 中鴻, 友達, 陽明, 彩晶",目前先觀望等疫情緩和後同學們加油💪,40
789,2021/5/15 21:56,陽明,一堆妖魔鬼怪～ 跌倒谷底再撿比較好。哪裡是谷底？後天？再1個禮拜？再一個月？這麼厲害 教教我再跌3.4根跌停再撿。連續跌那麼多根 你確定你還敢撿？還是繼續喊空？用嘴隨便喊最厲害🤮 講實話，你是不是想買？,16
790,2021/5/15 21:56,陽明,小股民，防疫盡心力減少不必要的外出， 雖然，下禮拜一 有可能又綠油油滴一起加油💪 📈 📉 上禮拜都經歷過......有免疫一點點。也期盼大家真賣股，不是心酸賣股是 到自己損益賣的。加油💪加油～(o^^o),10
791,2021/5/15 21:52,"友達, 長榮, 陽明, 萬海, 群創",假日大師要說的事情一，本土大師早上看盤，下午練肌肉，晚上看a片，抱怨一下，因為疫情的關係，大師現在只能改在家裡練，大師一身肌肉，不去健身房練真的很不方便。二，最近看到有人當沖大賠文，你看連大師這種每天當沖可以賺的都不推了，何況非師字輩的。  對了，有次大師連贏1幾天po圖，一樣被酸改圖。三，大師最近方向看司令怎麼超前部署了。,19
792,2021/5/15 21:51,陽明,疫情如此我們關心的股市，可能又要被轟炸了，口憐代高點買進的那些隻老鼠....,5
793,2021/5/15 21:51,"聯電, 友達, 長榮, 陽明, 群創",之前追X！吉拉的頻道在裡面他們大力推面板跟海運說現在的面板跟之前不一樣了不是景氣循環股了一直不停推利多還說現在2字頭不買想買就3字頭了在群裡不曉得天天釋放利多請散戶上車結果面板一到3字頭就開始出貨線型短期已經回不去了結果他們還是不停的在跌停好幾根後還繼續喊進一樣的在貨櫃長榮陽明也是一直喊說肯定會超過3位數結果一樣的戲碼超過100後通通被出貨跌停好幾根到現在還在群裡天天喊貨運漲價讓大家安心加碼續抱裡面的人把他們當神有沒有人懷疑他們後面的意圖是什麼？還有那個大哥之前還有內線炒股的歷史真的不防嗎？多少人還被套在山頭等解套？聯電也是⋯一樣的例子⋯⋯,15
794,2021/5/15 21:46,陽明,沉船希望有黃金,18
795,2021/5/15 21:45,陽明,已拍照存證，都別想逃,10
796,2021/5/15 21:44,陽明,破68元是好買點,10
797,2021/5/15 21:36,陽明,A 玩家 40買 100賣    賺60  。請一群工讀生鼓吹大家掛跌停賣 。如此又買回 變0成本。  然後又拉回100 只要花40。,12
798,2021/5/15 21:35,陽明,一堆人說沒信心就下車，因為我做短線，所以我只看一週而已，四個月後你說陽明會不會漲？我覺得業績好也供不應求所以會漲，但短線來說下週我不看好漲，所以那些拿業績來說話的可以直白講，如果週一會漲那當然買，而不是人家買了才在那邊說會漲回來，我短線客不看以後的,22
799,2021/5/15 21:34,"長榮, 陽明, 群創, 加權指數",運用周K線炒股的六大技巧解析　　在市場當中很多投資者在觀察和分析大盤跟個股的時候經常都是緊盯著日K線圖來看，可是對於周、月線卻看得很少且研究不多。然而，投資者們如果能夠熟練的使用周線看盤和選股，那樣會讓頭腦更加清醒和冷靜，同時又可以減少操作中的失誤。　　以下為大家介紹的是周線使用技巧：　　技巧一：懂得去關註股價是否創歷史新低(選股的時候，在研究某股基本面沒有問題之後，就得看這只股的股價是否創出新低，因為很多個股的轉機都是在創歷史新低以後出現的。)　　技巧二：學習會關註股價的累計漲幅(對於累計上漲幅度超過50%的個股應謹慎介入。)　　技巧三：高點放量(註意此處的高點不是指股價的高點，而是累計上漲幅度超過40%以後的價位。當股價累計上漲幅度超過40%後出現放量，特別是後量超前量的現象出現，應減倉或退出觀察。如果股價在歷史高點的周換手率不超過20%，此時風險極大，應盡快出逃。)　　技巧四：5周均線為重要指標(如果某股在高點放量後，其後為兩連陰，並跌破5周均線，則後市走勢將進入持續下跌，此時應堅決退出。而當某股放量穿過5周均線並站穩兩周時，則持續上漲的可能性非常大，此時可積極介入。)技巧五：MACD的叉和金叉(通過觀察周線，大家可以發現不管大盤還是個股，其走勢的的大特點就是當放量後，不論上漲或下跌都具有連續性。技術指標 MACD的叉和金叉在周線圖的出現非常關鍵。如果金叉是在創歷史新低後，K線站穩5周均線兩周時出現，其後連續上漲的可能性極大。而一旦高點放量後形成叉，將會形成持續下跌的走勢。)追蹤點贊按https://bit.ly/3fg8nUZ一起探討研究一起發現強勢股找尋買入點　　技巧六：均線突破(周線圖中的均線可采用5、30、60、90的設置，上述設定可以使很多個股空頭排列的特點一目了然。5周均線用來判斷大盤或個股的轉機。股價一旦突破並站穩60周均線，將進一步走強。而在下跌過程中，是否跌破60周均線則是確定是否介入的重要依據。)在周線的使用過程當中，一定得註意與日線跟月線結合使用。不管它再好的股票，如果形成了叉那樣必須堅決退出。即使周線不能讓你買到低點，不過卻能幫你選擇的時機去介入。,16
800,2021/5/15 21:33,陽明,"希望星期一能漲停（因為已經上車了）但也希望能跌停、因爲票還不多、所以跌停我一定再加碼、前一趟的金銀島我沒買到票、這趟的票我已決定加碼買、加碼買！只要不是融資的多軍、根本不怕你一時的下跌、這種的eps,隨隨便便就是3位數！我們等的起要空的隨便空、越空一堆人越買、反而你們自己小心點、這個時間點不是基本面、技術面能解析的、誰也抓不準、可別一不小心讓自己跌入萬丈深淵！😆😆😆",23
801,2021/5/15 21:32,"聯電, 長榮, 陽明, 萬海",常在這裡練習判斷那一些是有用的資訊～當做是練功場～也分享書上看到～大賺小賠～的心法個人操作，不做推薦,21
802,2021/5/15 21:31,陽明,認真說，如果明天又新增100多例，你說週一開紅盤大漲我還真的不相信，市場會出現恐慌是可以預期的，只是到底跌多少的差別，所以依然認為空手或做空，至少週一週二不會吃虧。,11
803,2021/5/15 21:18,"長榮, 陽明",如果對2603長榮 2609陽明於今年營運獲利沒有信心的投資人，請自行提早下船即可，不要因為你自己的恐慌及對台灣沒有信心，而貼唱衰文影響別人。現在國難當頭，應該是要全台灣人民心上下一致，共同來抵抗防範疫情擴散的時刻，千萬別配合空頭投顧分析師來賺取無良的災難財才是正道。,83
804,2021/5/15 21:18,"長榮, 陽明, 萬海",美東運價再寫新猷 專家：年底前欲小不易5/15 中央社 記者蔡芃敏台北15日電全球最大貨櫃航運業者馬士基（Maersk）海運運價居高不下，遠東到美東、歐洲等地運價再創新高，貨攬業者指出，船隻、貨櫃週轉率仍低，以美國線來說6、7月已經全無艙位，需求居高不下，但供給端仍有限，推估運價年底、第4季前欲小不易。上海航交所14日公告，上海出口貨櫃運價指數來到3343.34點，較上週大漲248.18點；根據最新運價，遠東到美東、歐洲等地運價再創新高，遠東到歐洲航線每TEU（20呎櫃）運價達到5438美元，週漲760美元。遠東到美東每FEU（40呎櫃）達7378美元，較上週運價上漲342美元。遠東到美西航線運價7日每FEU下跌415美元，不過，最新報價顯示，遠東到美西航線每FEU 4839美元，週漲231美元，漲幅4.9%。不過全球最大貨櫃輪業者馬士基日前指出，海運費率將逐漸下降，且明年將恢復正常，但運價將比疫情之前高。對此，貨攬業者指出，「長賜輪」效應持續，導致海運運價高漲，日後勢必會面臨修正，不過，仍要看各航線狀況，隨著海運旺季將報到，預估美東、美西高運價將維持到年底。以北美航線來說，6、7月已經全無艙位，船隻目前準班率低，供需嚴重失衡，雖塞港已經不如先前要排隊2週以上，但依舊壅塞，像是紐約港塞港問題仍無解。需求面上，美零售業庫存處在低點，美國進口貨物需求持續攀升，美國政府又祭出紓困方案，認為北美航線運價下跌可能性極低。他也說，船公司擔心空櫃回亞洲速度太慢，許多船公司跳過內陸港，只專挑大港貨物，力拚提高貨櫃周轉率。另一方面，長榮（ 2603 ）、萬海（ 2615 ）持續買船、造櫃，又以萬海最大手筆，陽明（2609）也擬實施造船造櫃計畫。貨攬業者分析，船公司看好海運前景，否則不會在造船、造櫃費用大漲之際，擴大資本支出。,43
805,2021/5/15 21:17,陽明,https://timeline.line.me/post/_ddNG0IkBzhU-hwy-vU_IBE79XlnzqK3h1VrKppM/1162087259707071153,5
806,2021/5/15 21:16,"長榮, 陽明",週一開盤就賣掛跌停價，懂得認錯還有機會東山在起，死要硬坳就是一次畢業，別不信邪,21
807,2021/5/15 21:13,陽明,希望520，陽明有所好的表現，希望看上150，感謝！,34
808,2021/5/15 21:12,陽明,量價先行，一定是技術分析跟各種邏輯的基礎..跌停版的買量一定叫最接近真實的量..我不知道恐慌性賣壓會持續多久...但是壓越久！反彈一定越強烈！那個時間點、不會是拉高出貨！因為成本大於收益、不到1個小時..腰回收1萬多張的成本，還要讓股價繼續往上升這個概率性跟成功率太低...所以代表有買方力道開始湧現！只是恐慌性賣壓...真的不知道要持續多久..一樣看好三雄...只是..現階段在跌也是事實..不鼓吹買賣！只是想點出事實！看到板上一堆恐嚇式水鬼發言！就是不爽又反感！擺明居心不良！,22
809,2021/5/15 21:12,陽明,那欸按呢,7
810,2021/5/15 21:10,"偉詮電, 陽明, 宏遠證, 金益鼎",沒想到這隻跟航運股連結那麼深！航運股出了，卻忘了這隻，這檔獲利變成負數，我看只能當存股了，嗚嗚嗚。,16
811,2021/5/15 21:09,陽明,https://www.youtube.com/watch?v=JWBUHN0dlx8在疫情沉重的當頭，看看這些為我們台灣堅忍奮鬥的運動選手們，內心會升起真心的感動。疫情會過去的，台灣加油，在台灣這遍土地的人民加油，我們會像這些選手一樣，堅持住的，不放棄，一起守候住台灣。,8
812,2021/5/15 21:08,陽明,疫情持續擴散，一些投資者還在幸災樂禍，良心何在，一旦染疫命沒了，錢又有何用，請各位在非常時期做好自身防護才是當務之急，切記保護好自己就是保護家人喔,15
813,2021/5/15 21:07,陽明,彼得林區: 想要抄底下跌的股票，如同想抓住下跌的飛刀，抄底買入，就像把魚鈎放到水底釣大魚，是一種最流行的投資娛樂活動，但往往被釣住的並不是魚而是漁夫。想要抄底買入一隻下跌的股票，就如同想要抓住一把下跌的刀子 ，不但抓不住，反而會傷到手導致劇烈的疼痛，因為你抓錯了地方。通常來説一個更穩妥的辦法是，等刀落到地上後，扎進地裏，晃來晃去了一陣後停止不動了，這時再抓起這把刀子也不遲。....................彼得林區投資天才，其基金資產由2000萬美元成長至140億美元，經歷40次股市大跌。 .............彼得林區：不建議抄底。抄底散戶：基本面好，用力買就對了！.............,26
814,2021/5/15 21:07,陽明,大家都知道港塞..請問一下，是那些因素造成港塞？第一，歐美港務員工罷工.第二，長x號事件影響第三，疫情造成港務人員上工率不足..因為染疫在隔離中...也就是疫情如果持續擴大...是有可能造成亞洲港塞...那到時候運價？484又要攀升了？呵呵....在疫情還沒發酵之前...我在板上說過..三雄最基本的價位在70元...上禮拜5的跌停版是不是在70元的價位被瘋狂掃貨？拉高到貨一定不可能、因為尾盤時間不夠到貨拉回籌碼成本價！尾盤那時候有跌停價2萬張的委買量！被抽單的只有2千張，也就是實買1萬6千張以上..尾盤那有時間可以倒貨1萬6張還可以價格瘋狂拉升到74的價位...屁股想也知道的東西...一堆空軍水鬼想低接籌碼、想藉機疫情無理賣壓趁機打壓三雄的股價、一堆毫無邏輯的言談都可以打出來秀智商下限、看了真心吐血...呵呵.....疫情沿越長、對航運產業只會越有利..現在看不出來484？請問去年疫情期間世界各國近幾乎鎖國的狀態下、是不是間接造成今年航運大噴發、疫情在鎖國一次、航運會走越遠..沒有眼光的短視近利...根本不會明白航運為什麼會噴發...哈哈..恐慌性賣壓我也不知道什麼時候會結束..但是去年的鎖國經驗、已經證實了...疫情造成世界運輸斷鏈的後果就是...運價狂漲..報關行最清楚三雄今年獲利有多可怕...呵呵..雖然看到年底..知道三雄的股價一定不只這樣..但是無腦的恐慌性賣壓...真的費解...反正上禮拜已經凸顯出買方力量開始在暴增了..國安也要護盤、主力吃爽了！股價自然會噴..只是看不慣一堆空軍在恐嚇式發言....這種人..通常都很敢賺黑心錢～（鄙視👎）,27
815,2021/5/15 21:07,陽明,大家認為陽明什麼時候能到150,11
816,2021/5/15 21:06,"台積電, 陽明, 好樂迪, 御頂",輕鬆一下，或許沒有那麼糟~,22
817,2021/5/15 21:05,"長榮, 陽明, 萬海",最近看到很多人預測60-50-40-30-20-10元的，我覺得每隻股票都會跌到0元⋯請問你相信嗎？我也不相信🤨～哈哈😄但我相信運價一直保持在高檔～而且看到今年年底甚至2-3年後都還會很賺⋯,60
818,2021/5/15 21:03,"長榮, 陽明, 萬海",還在那eps多少？Eps就算是真的疫情也是真的 何不先避險 手上先有現金比較實在我管你基本面多好？等到跌到谷底再來砍在阿呆股有比較好嗎！禮拜一沒跌停你就要謝天謝地了,8
819,2021/5/15 21:02,"中鴻, 圓剛, 陽明, 圓展",疫情關係會慢慢轉成線上教學，視訊會議這是大家都知道的事情，但是這些基礎設施的建置，會不會在去年三月更為恐慌時就已經完成了？如果是這樣的話這次疫情催化劑會讓圓展再次攻頂嗎？不知道各位學校或公司裡，有沒有添購這些設備？,14
