,日期,標題,內容,讚數
10,2021/05/18 00:26,"友達, 長榮, 陽明, 群創, 彩晶",🚩🚩🚩台股受疫情影響，除了防疫概念股外大部分的股票都很慘（我標註的股票不是要推薦，而是要告訴你們這些熱門股一樣跌很慘）。我推薦的股票在漲的時候沒有獲取任何報酬，跌的時候我就變成十惡不赦的罪人。今天如果只有我推薦的股票慘跌，你們如何罵，我都欣然接受，但事實是幾乎大部分的股票都跌很慘，突發的天災哪有人可以料想的到。我推薦的股票慘跌後，很多諸葛亮都跑出來批判我，××D，這些諸葛亮都是《事後》冒出來的，你們這些人既然這麼厲害怎麼沒有預測到疫情會大爆發，股票會慘跌。🥰🥰🥰很多疫情比台灣嚴重的國家股市一樣照常大漲，但台灣為何會慘跌？因為台灣還沒有度過疫情初期的陣痛期，再過一陣子台灣人就麻痺了，等第四級防疫警戒就是股市跌深反彈的時候。個人預測大概這個月底前就會開始反彈向上，請大家耐心等待。🌔🌔🌔祝大家牛轉乾坤，好運連連。晚安！,"9,053"
11,2021/05/18 12:26,加權指數,凱瑞學堂幼稚鬼，所以贏不了當我教你看原油時不正常人類：我不信！當我上禮拜四教你，政府進場了不正常人類：我不信！當我上禮拜五教你，用技術分析的公園北北的故事不正常人類：才怪！技術分析無敵！當我上禮拜五教你，當所有人方向想法一致時，必輸！不正常人類：我不信！這次肯定崩盤！看看照片！這個人不是政府，難道是皮卡丘嗎？我對妳的教學，你們還不懂那是一整個有順序的邏輯嗎？妳還不懂我對妳的付出嗎？（緊抓女同學的手）妳...（含情脈脈）願意跟我連結嗎？⋯⋯（X我再帶你回顧一次，什麼叫幼稚我在圖中的A告訴你，政府進來了而幼稚鬼卻在B點時跟我爭吵精神病：你不是說政府進來了？破底了，你沒看到嗎！？凱瑞：因為那是你賣的....精神病：如果不是空頭，怎麼可能破底！？凱瑞：因為那是你賣的.....(翻白眼然後...今天他應該已經被院長抓回去醫院了小朋友團隊，一直陪伴著你用愛跟善念，陪伴著你～最近深夜新聞我打了太多字，說了太多話，用了太多腦筋教你們正確的事情累了，今晚休息一天好了除非有一千個人按讚要求我不能請假,"1,598"
12,2021/05/18 11:19,"聯電, 鴻海, 友達, 長榮, 陽明",今天是標準教科書式的跌深反彈、跌最深的航運鋼鐵面板彈最多、跌不多的權值電子金融彈的少、這段沒跌大漲今天就補跌、物極必反這是個自然現象、漲太快必然修正、跌太快必然反彈、沒什麼技術面、基本面、籌碼面、消息面可言........行情+疫情雙重打擊下、大家心情都沮喪、沒有人能置身事外、不用怨天尤人；沒人是神永不敗、不用幸災樂禍、魯夫波段為主交易本不多、今年到現在投資報酬率80%左右、但這段行情+疫情雙重打擊下也得個*負10%*的投資報酬率........一早打算長榮5字頭開始收船票、現在也不必動作了以不變應萬變、今天股市沒師父、後面幾天才是觀察重點........,301
13,2021/05/18 11:12,"聯電, 華邦電, 友達, 群創, 加權指數",群創友達加權指數聯電華邦電金牌密令之如來佛五指山下的符咒，老粉絲們上課了2粉絲們有很多高手，知道法人今天想要拉高台指期結算，明天一結算完就會快速獲利了結！現在蔡政府出來信心喊話了，安定追高散戶的心，今天只要12:30還能撐住這個高點，那就確認法人要拉高台指期結算，蔡政府說7月下旬國產疫苗就能陸續產出使用，表示AZ，輝瑞，莫德納，嬌生……不知道，我沒說半句，老粉絲們，疫情今天結束了嗎？今天0確診嗎？我也沒買到聯電華邦電，不然今天權證必大賺一筆，不過下週五之前都有機會買好買滿買更低！好酒沈甕底，佩服今天去追高的散戶，因為只能開心到明天早盤開出，如果待會大盤往下，就是拉給總統開心的，如果守住橫盤到收盤，就是拉高期指結算，雖然我希望疫情趕快歸零，但是今天不會，一直到下週五都不會歸零，散戶都是追高殺低，永遠如此循環不已，老粉絲們不會，追蹤我不定時分析看完按讚,"2,952"
14,2021/05/18 14:06,"台積電, 圓剛",大家午安今天台積一哥算有給A妹面子了…果然今天帶著大盤大反攻了⋯⋯今天有沒有開心一點了？昨天晚上的提醒，有準齁…自己都嚇到後面怎麼看…還要聽嗎？Ps: 酸民最好不要留言，不然A妹會一律封鎖喔。沒禮貌的也是。因為看了會很影響我的心情。所以酸民，一律封鎖。不喜歡看的就不要看就好，何必酸人呢？ps:圓剛有被洗掉的，請舉手。,301
15,2021/05/18 10:35,鴻海,未來8天，每個人都要成為阻斷covid-19傳播鏈的關鍵大家持續的加油，雖然前幾天本土確診的人數很多，但那是大家還沒有加強防疫前造成的，我們大家的努力，一定會在7~14天內看到成效，我們可以提醒自己的親人，同事，朋友，身邊的人，做到一個人影響十個人，我們只要提高警覺，就能有效的降低傳染率(RO)，對於我們本身有兩個方面，第一盡量不要被別人傳染，如果不幸自己被傳染了或有症狀，你要確保自己不要傳出去，每個人只要做到這一點，covid-19就沒有什麼好怕的，covid-19之所以可怕的點在於高傳染率，如果每個人能做到防止被傳染及防止自己傳給別人這兩道防線，我相信我們一定能戰勝covid-19的。至於鴻海營運方面，大家不用擔心鴻海會發生什麼嚴重的事，一間世界第一名的EMS廠，在全球疫情早上爆發的情況下，鴻海的經營、獲利才小幅受一點點的影響，這一次台灣的疫情，對鴻海實質的影響是微乎其微，單純就是投資人心理面、籌碼面的問題，今天晚上鴻海會和Stellantis舉行電話會議，讓法人及投資人知道雙方合作的細節，今天鴻海的反彈，和這個利多也沒有半毛錢關係，單純就是把昨天非理性下跌的漲回來罷了，昨天我也說過，一時股價的波動無所謂，中長線投資者看的就是公司的營運及展望，最終就是自己的身體及家人的健康，大家好好的在接下來的日子中提高警覺，讓我們戰勝covid-19。鴻海集團與汽車巨擘Stellantis昨天共同宣布，將於台北時間18日下午5時45分舉行電話會議，宣布雙方合作關係，並回答投資人提問。鴻海集團由董事長劉揚偉與富智康CEO池育陽出席，Stellantis則由首席執行官Carlos Tavares及首席軟件官Yves Bonnefont出面。,"1,831"
16,2021/05/18 10:54,聯合再生,買賣盤籌碼忽高忽低，明白告訴你這個盤完全掌握在他們手中，要漲要跌都得看他們的臉色，所以啊 ! 在這個金錢遊戲的殺戮戰場要能賺錢實屬不易，短進短出風險何其大可見一斑，唯有做好充分了解且調整好心態，用時間換取空間才有豐厚獲利的可能。,505
17,2021/05/18 12:23,加權指數,出門麻煩戴口罩😷保護自己保護別人麻煩多多在家裡可以坐就不要站可以躺就不要坐你的耍廢可以拯救台灣一起渡過疫情台灣加油💪🇹🇼,861
18,2021/05/18 12:38,加權指數,無論感染人數是否下降？對於測試劑的需求應該是會越來越高才是而基哥永遠是我的第一選擇去年如此，今年還是供參考祝大家    今日操作順利🥰🥰🥰 外出記得戴上口罩喔！😷😷😷以上純屬分享：不代表任何買賣建議，個人看法，僅供參考，盈利請自負,421
19,2021/05/18 12:57,恆大,突然發覺，恆大的殖利率竟然超過10%另外，美德醫療真是狂，又漲停了可惜我都沒有...,230
20,2021/05/18 13:21,"聯電, 鴻海, 光罩, 長榮, 閎康","⛔投顧資訊請謹慎操作股票資訊僅供參考請自行評估風險台灣最多人的財經頻道 郭哲榮今天的台股大盤漲了700多點!!台指期漲800多點!!上市櫃高達150檔漲停!!那昨天5/17不是最佳買點什麼時候才是好買點?今天台股暴漲很多人現在才覺得我真的厲害、真的準!但是我在一開始就知道我就是最正確的!!我上週日的文章還有上週六的加班節目都講的非常清楚禮拜一就可以見最低點如果跌破前低15165點禮拜一的低點15159點就是波段最低點還有警戒升到第三級也是見低點的訊號不過我也知道很多人一開始會聽不進去但是今天台股的大漲證明我是對的昨天的低點真的沒破接下來我的最新預告1) 6月底重返17000點2) 8月底突破18000點你要不要趕快跟著我進場現在還不到16000點還可以趁低撿便宜就像去年的8523點一樣又一次財富重分配的機會不能再猶豫和錯過了!我就是股市和疫情專家看到你看不到的未來很多人一開始不願意聽但後來都感謝我因為都有打到疫苗我知道不是每個人都跟我一樣能看的這麼遠能知道疫苗的重要性但要面對嚴峻的疫情疫苗是唯一的解決方式看看以色列從今年1/20單日確診""1萬人""到前天5/16單日確診""1人""靠的不是短期封城措施而是60%的疫苗接種率所以現在美國願意釋放多的疫苗全球疫苗聯盟(GAVI)也直接援助台灣AZ疫苗六月底可望抵達這些都讓疫情利空慢慢淡出股市!之後會如我所說台股因為疫情怎麼下跌之後就會怎麼漲上來一切回歸基本面、資金面低本益比的股票股價會慢慢還它公道還有4月營收+第一季財報交出亮眼成績單的都會優先帶頭往上走這兩週下跌時我都有在進場接下來我更會進場你要加緊腳步囉!個股部分今天台股報復性反彈上市櫃150多檔漲停我們的股票很多也漲停或大漲9%以上首先我昨天節目上公開進場的【2603長榮】漲停⊕我早就說過拉回30%以上我會進場貨櫃航運昨天達到條件了我真的進場了今天直接漲停!馬上賺進一根漲停板我通通預告在前不是今天漲了才說有進場我就是跟別人不一樣再來【2303聯電】漲停⊕晶圓雙雄全力反攻聯電跌到半年線50元之下也是很委屈了產能滿載且持續擴廠回往上繼續反彈的然後半導體設備股【2338光罩】漲停⊕第一季賺1.64元優於預期的股票股價也會大反彈還有【3587閎康】漲停⊕【6187萬潤】+7%【2404漢唐】+5%我都非常看好尤其是萬潤已經回到季線最有可能先飆上去要好好把握季線附近最後的進場機會哦再來【1304台聚】漲停⊕昨天股價不破底、不破季線基本面又這麼好集團子公司第一季EPS都是年增超過200%以上當然會先反彈再說也被低估了以及【3545敦泰】漲停⊕被嚴重低估的IC設計股今年如果能賺20元那本益比真的很低這幾天都不到8倍當然要趁低進場了季線這邊支撐強未來會反彈的很快另外【2317鴻海】大漲8%100元附近的鴻海真的是夠便宜了股價短期會先往半年線110元先靠近最低點已經過去了再來【2345智邦】漲6%我演講的飆股之一股價已經回到季線上了然後【8103瀚荃】大漲7%第一季EPS賺0.9元第二季又挑戰新高所以本益比不到10倍真的要好好把握這邊的進場點以及【2477美隆電】漲5%也慢慢往季線靠近第一季大賺7.34元雖然是業外利益但是今年展望穩健股價會先蹲後跳最後【2330台積電】漲3%股價率先不破底往上走又有外資的照顧股價早就弱中透強電子股重返榮耀是早晚的事!今天台股大盤大漲800點!!台指期漲更多明天就是台指期結算今天是不折不扣的向上的當沖順勢盤開高走高不破低點而且我經濟日報5檔選股又增添兩檔漲停【4133亞諾法】漲停⊕【4171瑞基】漲停⊕快篩概念繼續強我又穩坐選股冠軍但我更開心的是台股大漲會員大部分的持股更重要接下來疫苗會接續到位是疫情的解藥也是股市了良藥最恐慌的時間點已經過了最低點就是15159點接下來我要大力進場新飆股趕快在這禮拜準備好你才不會錯過像去年8523點的機會接下來我怎麼換股怎麼進場新的股票你不能後知後覺了要跟我一起在第一時間進場現在才16000點到17000點、18000點還有更多漲幅可以想像",172
21,2021/05/18 09:34,"友達, 群創, 彩晶",早盤的面板很爭氣！👍👍👍這陣子大家悶好久了！🙏🙏🙏終於看到久違的亮燈了！當沖客還是會沖沖沖！只要面板都能守住漲停，當沖客就沒機會可以上下其手了！接下來只要你我做好疫情防護！把疫情控制下來，台灣還是會從黑暗中走出來的！大家加油！💪💪💪面板加油！💪💪💪台灣加油！💪💪💪,"1,590"
22,2021/05/18 14:17,"國光生, 台耀, 美德醫療, 高端疫苗, 台康生技",有增無減？疫情壓制不住了嗎？,48
23,2021/05/18 11:11,加權指數,台灣經典郭子乾殺蛇秀來來來人說唐山出猛虎台灣出毒蛇今天拿兩隻蛇來咬嘎嘎嘎嘎嘎（咬的台語）（10歲的小凱瑞在旁邊看著）多年後長大後的凱瑞來到同學會來來來人說唐山出猛虎台灣出毒蛇今天拿兩個空軍來咬嘎嘎嘎嘎嘎哇770點了！不用跑了！反正你也跑不了了～,973
24,2021/05/18 11:07,"友達, 長榮, 陽明, 群創, 加權指數",不魯操作邏輯記得在市場永遠不用跟別人吵因為永遠都吵不完 自己保護好自己的錢好像比任何事都重要方向一直都是多 只是疫情讓情緒的宣洩一直跌跌不休我一直說等盤回穩了再來做其實等地就是多殺多 融資斷頭這些的沙盤結束既然主要的業績股開始站穩了 自然就會開始做多了我每天語音都有講到有趣的是 這波根本就是散戶殺爆外資今天上架的這集有講到大家可以去聽一聽~加權指數(TWA00),"1,241"
25,2021/05/18 14:19,"台積電, 聯發科, 長榮, 群創, 加權指數",今天大盤量縮非常正常 大家不要自己嚇自己晚點大盤解析再來說明原因,160
26,2021/05/18 13:23,高端疫苗,你這時候不撿便宜 什麼時候才能賺大錢！？,97
27,2021/05/18 10:36,敦泰,我手上陽明、敦泰都漲停。,541
28,2021/05/18 13:47,"長榮, 陽明, 萬海",恭喜水手們 終能稍歇一口氣了被綠巨人浩呆 蹂躪了一週吃綠筍 戴綠帽 一身綠 呼出的氣都是綠的睽違已久的淑芬姨 又來惹阿芬姨沒事要常來泡茶啦今大盤強勢報復反彈傳產強於電子 鋼鐵9.8趴 航運8.9趴為否極泰來 喝采一下,133
29,2021/05/18 13:36,"加權指數, 長聖",當股票大幅修正洗完🐯額～股票欠的是信心～上漲欠的是認同～推升股價靠的是動能～知道我為什麼這麼尊敬大哥了吧？大哥永遠是對的，不能對大哥無禮，小弟心存感激，沒有大哥相挺小弟，股價今天爬不上來的，希望大哥再度光臨😄。當大家信心重拾，也得到大家的認同，股價沒有不飆漲的理由。今天長聖把股王的寶座拿回來了，靠的是大家堅定的信仰，耐心的等待。今天量能少少就能漲停📈，說明根本洗清🐯額沒什麼人要賣，買都買不到了，哪裏還有賣的道理⋯⋯雖然尾盤沒收漲停📈？那又如何，我已經很🈵️足了，都站上我要求的位置，收復所有蝦密挖勾線😄風向已經吹向長聖的強項專利產品，蹲馬步多年，總算在國家有難時，可以即刻救援派上用場，小股東的我覺得感動。😄一切會不會朝著我預設的藍圖前進，事實上沒有什麼是辦不到的事情，沒有消息就是好消息，股票買在利多發佈前，等利多公佈只能飆給你看。我不會理酸酸的，我知道你只是想嚇人想低接，我自己有沒有獲利自己清楚，真的別為我擔心賺賠，都成年了，我的堅持我自負盈虧，別追蹤我別偷看我的文章。我說過離場的朋友，眼睜睜看著股價ㄧ直上漲📈，會受不了的，錢在口袋會很癢很難受的，會想買回的，因為你吃過甜頭，不要懷疑我說的話，越慢買回會越貴，你買不回來了⋯⋯我給大家打打氣，伍佰的第第走了，快看見伍佰老師了，獻上這首五百好聽的歌曲給各位戰友，茹果覺得好聽請按個讚😄https://youtu.be/iHI9mEMBuGM請大家做好防疫，不要趴趴造，全民一起防疫，別增加醫療負擔🙏,70
30,2021/05/18 09:23,"友達, 群創, 彩晶",誠信與良知，讓我少賺1000多萬。值得！誠信與良知，無價。無法用金錢衡量！,"1,660"
31,2021/05/18 11:55,"宏碁, 華航, 南電, 加權指數, 高端疫苗",股財堅持看多大盤基本面本來就沒有問題多殺多也好洗乾淨再上總統承諾國產疫苗=高端宏碁止跌一個月後會有很好的表現華航還會上,512
32,2021/05/18 10:37,加權指數,凱瑞學堂不知道原理的人，才會整天看著K線圖為什麼我都不會怕？因為我知道原理疫情加劇散戶：台灣完蛋！要崩盤了！凱瑞：全民防疫，戴好口罩！疫情再加劇散戶：肯定完蛋！下看4000！凱瑞：全民防疫！團結一心！天空射下一道雷射光炮外星人發動攻擊散戶：快買口罩凱瑞：股市會崩盤你們懂這故事的含義嗎？一定看不懂...這故事在告訴你人類歷史上從來沒有一次崩盤是因為可以理解的事情的！崩盤一定是「人沒遇過」「不能理解的」可惜的是我沒有辦法把時間順轉給你看那你自己慢慢看嘍！記得！沒事別跟我說話我不要接受你那莫名奇妙的情緒,"1,102"
33,2021/05/18 13:28,高端疫苗,總統都說話了為何跌停是不是內線知道解盲結果了⋯⋯？,14
34,2021/05/18 13:23,"益航, 華航, 科風, 聯合再生, 泰金寶",益哥加油，差一步五小福加油，大家都差一步加油💯💯💯💪💪💪我是浩克🏋‍♂️🏋‍♂️🏋‍♂️,99
35,2021/05/18 14:02,"國光生, 加權指數, 聯亞, 高端疫苗, 台康生技",《陰謀論》我實在很不想說這疫苗版的，你們是不是很希望台灣疫情一直蔓延下去？整天一直貼今天多少確診，明天會不會更多的看衰言論！幹嘛，想找小白來幫你們抬轎？還有那個高端疫苗跟台康生，好了啦，不用一直在國光生版說他們新冠第一期沒過，那你們的財報呢？做出來能盈利？別笑死人，都是順著題材就安靜一點。國光生就第一期都沒過也不用說了最好笑的就是聯亞，上車的韭菜到現在還不知道自己買的是聯亞光電，哈哈哈聯亞生技沒有上市啦，傻！大盤上去你們就會下去，避險的道理懂不？不用再扯台灣疫情還沒好，國外疫情也還沒好啊，阿國外疫苗公司有一直給你們漲一年的嗎？ 醒醒吧！,23
36,2021/05/18 13:10,長榮,看好了世界：航運只示範一次，二周內漲回100！,47
37,2021/05/18 13:41,"聯發科, 長榮, 聯詠, 加權指數, 群聯",各位同學午安#追蹤鼠大  薯條加大#連續的大跌重挫加上昨日盤中一度跌破前低最後失守半年線幾乎最糟的情況都發生了今天的報復性大漲應該是始料未及的有追蹤鼠大的同學這段期間應該是心情輕鬆的因為我們在5月上旬就已空手等待機會雖然鼠大沒有辦法帶大家買到最低畢竟在昨日跌破半年線的盤勢下是不該貿然進場的外資昨日大買300億抄底?!  大賣50反等正面訊號也都是盤後才得知不過既然這周反覆測試半年線不破昨日雖跌破但今日站上且防疫類股今日拉回代表這一波的疫情利空反應時間較長但已有鈍化跡象鼠大認為是可以進場試單了但仍請留意風險停損點可以就設在半年線並且勿重壓盲目追價多數類股上方層層套牢賣壓之後勢必會有震盪最後公開今天進場的個股聯發科以技術面觀之底部確立強於大盤-半年線強力支撐前兩日大盤不佳但已逆勢上漲連續兩根紅K連續收復5日線、季線進場位置在950左右供同學參考另外觀察的個股中聯詠、群聯、瑞昱皆表現強勢群聯昨日失守半年線今日隨即收復大漲聯詠也打出底部連續2根紅K站回5日線航運、鋼鐵回檔30-40趴左右今天也幾乎都強勢漲停以上是今天的分享請各位同學不吝按讚、追蹤、打賞唷您的支持是我繼續發文的動力~,89
38,2021/05/18 13:21,高端疫苗,買在413張 5張 還有救嗎⋯⋯,18
39,2021/05/18 14:10,"高端疫苗, 台康生技",今天再各補一張（收盤搶到一張端端超開心😆）,78
40,2021/05/18 13:14,"聯電, 台積電, 長榮, 陽明, 加權指數",萬華女「快篩確診」卻失聯　警消破門送醫搶救不治原文網址: 快訊／萬華女「快篩確診」卻失聯　警消破門送醫搶救不治 | ETtoday社會新聞 | ETtoday新聞雲 https://www.ettoday.net/news/20210518/1984709.htm#ixzz6vBrovRWsFollow us: @ETtodaynet on Twitter | ETtoday on Facebook,17
41,2021/05/18 13:30,"國巨, 加權指數",巨巨 便宜嗎?,80
42,2021/05/18 14:29,"友達, 長榮, 陽明, 群創, 加權指數",未公布先猜法人大買超，明天開始停課，代表疫情升溫，明天做好拉高出貨的準備，如果承接不夠力的話，就要小心今天進場就會短套。,18
