,日期,標題,內容,讚數
10,2021/5/16 01:15,"鴻海, 台積電, 聯發科, 華航, 加權指數",昨天又暴增180例本土病例，確診天天創新高、雙北提升至三級警戒，看來台股的反攻契機，又被打亂了一池春水。說實在的，若疫情不要這麼惡化，接下來幾天肯定是反攻的好時機，但難道接下來的台股，真的只能坐以待斃了嗎？或許觀察其他幾個面向，可以讓你不這麼恐慌。一、 恐慌指數：恐慌指數頂點，往往是股市的反轉點，散戶反指標，往往就是市場的鐵則。在新增180例與升級三級警戒後，接下來幾天的恐慌程度勢必會達到頂點，但各位別忘了，去年3月18日恐慌指數創下歷史新高，接著3月23日來到最高點，但指數卻早在3月19日止跌。二、 傳產走弱：4月的傳產股不可思議、4月的電子股差強人意。但台股畢竟以電子股為命脈，因此要穩盤，資金勢必要重回電子股。5月11日電子成交比重創下10年新低的37%後，開始置之死地而後生，不但電子股人氣逐步回溫，電子強於傳產的態勢也越來越明顯，況且電子股經歷了這一波殺盤，確實都來到非常具備投資價值、並足以吸引長線買盤的價位，這絕對是好事一件。三、 一波到底：以去年疫情剛爆發的3月股災為例，絕對是一個最客觀的標準。由這個例子可知，針對疫情這類利空的反應，往往是一波到底，反應時間大約為半個月。去年3月疫情大爆發，從3月6日起跌，至3月19日落底，這當中幾乎完全沒漲過，就是一波到底。但一波到底之後，即便4、5月的疫情仍相當嚴峻，甚至爆出敦睦艦隊等大型傳染事件，都已經不再對台股造成任何影響。而這次的狀況也非常類似，台股自5月3日起跌，5月12日盤中崩跌1417點，創下史下最大跌點與跌幅紀錄，其實都頗有一波到底的味道。這邊可以假設一個最壞狀況，若周一台股再度跌破5月12日的低點15165點，那麼最壞大概也就這樣了！畢竟單日180例這種數字爆出來後，未來的單日確診數只要低於180人，對於市場來說就算是個好消息了！不是嗎？四、 國際股市：去年疫情最慘烈的美國，在9月完全收復3月股災跌幅、並於11月再度改寫歷史新高。近期號稱人間煉獄的印度，近一個月來的股市漲跌幅為0。難道台灣有比它們嚴重嗎？難道台股有比它們還差嗎？五、 政府的決心：當政府出手干預，就有絕對的力量能讓股市起死回生。相信大家都有這樣的共識，現在的政府非常看重股市這項政績，從去年3月的國安基金進場；去年7月12000點之上國安基金打死不退；2月金管會主委為16000點的基本面掛保證；4月央行總裁勸國人提高投資率；到5月崩跌過後，國安基金、金管會、行政院、甚至總統本人都出面喊話，這在意的程度不言可喻了吧！那麼還是那句老話，當政府出手干預，就有絕對的力量能讓股市起死回生。,728
11,2021/5/16 08:01,"寶齡富錦, 高端疫苗, 台康生技",下星期想撿寶齡+台康,60
12,2021/5/16 04:38,"大亞, 中鋼, 鴻海, 陽明, 群創",大家好，現在時間半夜3:50因為疫情失控，加上再思考接下來的防範措施及操股模式，就邊消毒家裡別思考怎麼分享自己的想法我會分幾段講就如昨天我說的，會趕工出分享我的想法有人寫的文，想法跟我很接近暫且以他的口吻講講之前，先講有人一直洗版欸，小雨說:哥，有個人一直跳針一直洗你版面，那個髒東西，你怎麼不直接封鎖他我:網路本來就自由言論，如果你做的事情有幫助到人，就堅持你做的事情，而且他的心應該被救贖的，就隨他去吧。小雨，你放寬心吧，一樣繼續我們的旅程小雨:有時候你真傻，難怪花花姐會叫你阿呆，難怪當初她不喜歡你繼續發文。拍拍小雨的頭說:我知道你心疼我，大盤這樣殺，看到大家荷包縮水，我也不好受。這波過了，我分享完初級挑股概念，我可以休息一陣子~至於那個腦波弱的人一直說我tag熱門股欸，航運鋼鐵電纜，我上上周三分享上周二見高點示警，別追高，小心操作，該出場了，難道要像版上達人宣導抱上不放嗎?而我說的疫情風波，不是只有昨天說的在分享挑股的同時，我就在上周二分享防疫及疫苗概念股瑞凡們，我不是現在才tag你們如果你們真看好他們未來就好好抱著吧，我從沒有叫你們出場我這幾天千篇一律的說，不要進場接刀沒有叫人出場喔，文章都沒刪要酸的，真的請看我所分享的不然這樣打臉太小力了。開始分享了幾個問題回覆：1.我純粹想講一些實話而已，我不是開投顧公司，沒必要從你們身上賺錢，讓你們成為我的會員，解決你們心情問題。2.我純粹覺得當初台股位階太高現在位階還是有點高可以看一下亞股吧，韓股還是過不了一月的高點日股過不了2月高點大陸及港股一樣過不了2月高點台股一直往上衝，風險一直在只是當沖太高，一些股市小白夢想一夜致富對照亞股，大家可以了解一些貓膩。3.現在台股基本面，難道真的是短期電子漲價加上傳產股行情大好將大盤拉高進而上萬七，EPS預期賺多少都是分析部門做出來的想像『整體台股本益比』是指說所有的股票高高低低的本益比平均之後的數字，當每一次崩盤本益比大概都拉到甚麼數字。我們能知道台股應該落在什麼價位才是健康的4.現在買股票還在看本益比是有點玩笑話了？財報每次出來就是利多出盡股價反應總是在題材發酵前當題材出來，財報確定不錯就是利多出盡時。市場多數大人怎麼玩，就跟他們怎麼玩吧除非您有本事當主力還是主力小孩，長期能大賺那也是您的本事。我們只求穩定的賺零用錢就滿足了。5.而每一次要崩盤，都有歷史的背景往往是一個大事件，只是展現的型態不一樣這一次有QE又有通膨，兩面刃啊原料漲價剛好而已，成本漲價剛好跟上腳步當我們一直歷經一次次崩盤之後我們會咬牙的說，為什麼我要貪心先出場，就能在更低價格，買更多籌碼回來您會發現歷史總是在重演，一直重演著，人性的貪婪跟懊悔每一次過程大家都會高喊，這一次不一樣，我們不一樣，抱歉差點唱起歌當然有不一樣故事不一樣的過程，但最終結果都是一樣。崩盤財富重新洗牌。6.現在低利率，我們要把事情簡單化，就是回到一切事情本質的起點上思考。股市如何能夠持續上漲？不論基本面的好壞，股市需要由資金推動才能上漲吧，大家都同意而推動股市上漲資金有誰國際投資機構，法人，大中小戶，散戶資金這些大家都知道，應該沒毛病吧，但是現在台股面臨漲多修正只是疫情持續擴散，是一個導火線本來是緩跌，變成崩塌式的跌。而這樣的氛圍一定會動搖大家進場的意願，所以大盤初步的底部等大盤量縮吧下一段會繼續分享，影響股票的因素有哪些4:35肝啊肝啊，讓我們一起奮戰不懈,191
13,2021/5/15 21:10,"台積電, 元大台灣50, 元大台灣50正2, 國泰台灣5G",驚魂未定之際先來個最簡單的分享你這次被傷到的或者曾經被傷到的甚至有達人倒貨恐懼症被害妄想症的人這四檔送給你們黃小弟跟你們交個朋友歡迎追蹤按讚留言疫情是短時間的影響在沒有縮表減少購債維持低利率寬鬆貨幣政策的型態下股市必定繼續攀升你真的不敢做股票沒關係這四檔至少比定存好多多少少能幫你對抗通膨投資已是零利率時代的全民運動別再傻傻將你的辛苦錢存在無法幫助你的定存這樣很可惜很不值好好工作照顧好身體健康經營好家庭台積電、國泰台灣5G、台灣50送給需要的人黃小弟關心您最後當然不免俗還是要宣傳一下「籌碼k線」APP還沒下載的粉絲朋友歡迎直接下載這APP連結https://chipk.page.link/5ZrG排版清晰統計資料非常清楚升級專業版的功能更多！疫情嚴重讓我們一起共體時艱黃小弟會分享更多實用資訊幫助各位記得幫我按讚讓本篇超過3000讚,"1,321"
14,2021/5/16 00:10,"友達, 群創, 敦泰, 彩晶, 天鈺",⚡腫材戰隊、無堅不摧⚡腫材傾囊相授，讓您在股海輕鬆遨遊⚡0515腫材戰隊感謝季--個股解析（3）面板、驅動IC個股（友達、群創、彩晶、天鈺、敦泰）https://youtu.be/9cV3IU8Esnc➡️鍥而舍之，朽木不折；鍥而不舍，金石可鏤。➡️地球只有一個，大家一起加油👊👊➡️大家如果認同腫材，請不吝按讚打賞讓腫材更有力量，謝謝💪💪➡️腫材戰隊，無堅不摧💪💪💪💪💪💪💪💪,266
15,2021/5/15 22:46,合一,1.老婆訊息今天來說台灣本土爆增，我在line跟老婆都很正常沒太大的文字起伏，我只說少出門保護自己也保護別人。沒想到我老婆回我：她一個人能吃多少，口罩能用多少，酒精又不是用喝的，酒店的防疫也升級，她在酒店很安全，而且裝潢本來預計半年時間，現在可能又要拉長了，可能下禮拜先暫時不裝潢，還要再溝通看看，看是否繼續做。勿恐慌，一切按正常生活，台灣是海島型國家，阻斷病源會比別人更有優勢，因為邊境並不與其他國境聯接也較好控制。但相反地，只要境內感染，當然會很快速傳染，目前就是靠全民之前的自主防疫觀念看會不會快速阻斷任何可能心性，儘量必免醫護人員的壓力。2.口罩很充足的，台灣產能幾乎不缺，淘X知名大廠三層防護一片平均不到1塊多台幣。『有時看疫情嚴不嚴重淘X也是個指標，看物資的供需價量就會知道』酒精，衛生用品等沒有缺貨疑慮，食品等民生物資更不需恐慌。疫苗等問題，多看看國際新聞不要只鎖在台灣看自己想看的新聞，把意識形態拿掉，人會更寬闊。我對任何股票都沒好與壞的想法我只講我看到和我知道的事實。如果你想在下禮拜一股市想炒短或炒疫情的股票，除非你本身在上禮拜已經有搶了，真的不建議空手在進場，想進場也是閒置資金。3.如果禮拜五美股大漲，台股電子盤大跌，信不信就會有一堆達人又來事後話了，你看下禮拜危險了，疫情早有人知道了，等等的...日本多都府縣陸續緊急事態宣言，新加坡16號第二度封城等等，幾乎亞洲國家很多都進入一個新疫情爆發的情況，如果台股上禮拜沒有跌1400點的經驗，那禮拜一才是真正的考驗，不用擔心太多。『現在股市，只有調整持平或減碼，加碼的部份只適合有賺錢和閒錢的人再玩』。4.把自己防護做好，保護自己也保護別人，希望大家一切都好，身體最重要。,316
16,2021/5/16 00:44,"台積電, 生華科",剛剛看到Ag大的發文，相信也是許多華友的疑惑，想再此澄清一下!根據我詢問公司後的認知在美收案不順利，主因前是突然受禮來藥被臨時授權，後受輝瑞做一期解藥也已完成!（如果美國病人可以選擇解藥會用大藥廠，還是名不見經傳的小藥廠華華的藥做測試呢？？？大小藥廠誰和醫院及醫生的交情利益較好呢？？？顯而易見!）雙面夾攻!孤軍艱苦奮戰!這麼一顆多方專家推薦的好藥，看看我們的政府給了什麼樣的支援了!許多人認知美國是個自由民主的好國家，在疫情嚴重下，應該不分內外彼此，全力發展疫苗和解藥，但從疫苗到解藥發展，包括提供高額研究經費的分配，樣樣事實可見，自私本位，一覽無遺!生華科的藥再好也需要各項天時地利人和等因素配合!它未來如何發展，無人知曉，但是，我堅信胡董和宋總是國家一流的人才，極優秀的CEO，我願意用我小量的資金，來投資公司發展新藥，為人類盡一份力，哪怕結果不盡人意，那又如何？如果大家都不投資草創初期的新公司，哪又何來現在的護國神山台積電呢？？？一定要等看到公司成長獲利後才願意投資!那是還有多少利潤？那幹嘛還要股票投資，就去買基金和定存，穩定獲利不就得了！連偷雞都需要先犧牲一把米!買刮刮樂和威力彩也都要花錢啊，結果中的機率呢？？？更何況投資!許多酸民看到股票強漲就拼命追，毫無風險意識，只要股價一跌就哭天搶地的無腦的酸，老是想著無本生意，短期暴利!不願付出!因為我已經封鎖一大堆酸民，所以他們的酸言也看不到，也不浪費時間!期待版上的華友們多點耐心，能給公司更多鼓勵及時間!我們急，相信公司更急!我們就只是投資一些辛苦賺來的積蓄和時間成本而已!但是公司所面對的不只是新藥的研發進度與結果，還有大國與大藥廠的爾虞我詐的商業競爭及授權談判!黎明前的黑暗總是漫長，大家努力持續追蹤及關注後續發展及進度，相信成功總會給堅持的人，共勉之!,78
17,2021/5/16 01:09,"國光生, 生華科, 高端疫苗",台灣的生技就是個笑話什麼高端疫苗國光生炒起來,19
18,2021/5/15 23:28,"長榮, 陽明, 萬海",同學好，週五我們期待的反彈沒有來，我跟大家一樣失望，我原本每天都會計算損益，週五也是失望的中斷計算。疫情越趨嚴重，長榮陽明灌破月線，萬海則是有一隻手這周都讓股價撐在80左右的位置，不然也是一路下殺。我不是大戶，也沒有歐印，但短短幾個交易日，我的帳上獲利也少了百萬，雖然不到傷筋搓骨，但也絕對不是皮肉小傷，這周心情真的是滿低落。我目前唯一的優勢就是我是現股操作，並且我從來不借錢也不融資買股票，頂多做做融券，這個習慣讓我面對這段大跌，能夠有底氣的繼續在市場上支撐著，能夠有底氣的等待三皇回歸。但。今天疫情一天激增180例，我已經很難跟各位說三皇何時會重返榮耀，下週我認為，股價能夠持穩，已經是萬幸。萬一，假如，緩跌，再急殺，說真的我也不會意外，因為接下來最差的狀況，就是去測季線支撐，還有很大的修正空間。如果同學是借錢開槓桿，有反彈的時候，你要自己對自己的財富做決定，該砍該留，需要有個定見。我曾說過，飆股的修正，就是至少30%，我曾經歷過長榮19-14，46-30，陽明32-18，挺過來，獲利才有上百萬，這次三皇從100-70，雖然也修正30%了，但我覺得這次的情況，也許不太一樣，原因是這次股價修正時間太短，疫情利空還沒發酵完畢，所以短線上我看的很保守。但，我還是會與各位水手一起挺下去，我會至少持股到Q3結束。我還是認為，三皇會重返榮耀，中長線上仍然看多，如果你只想賺短線快錢，三皇目前不會是你的好選擇，如果你認同三皇價值，願意做個波段，那我們就一起堅持下去。疫情嚴峻，貨櫃後勢也是驚濤駭浪，生活上大家一定要遵守防疫規定，阻斷疫情傳播，三皇操作上，不借錢，不開槓桿，不歐印，握緊船票，一起等待股價重返榮耀！,159
19,2021/5/15 23:34,"國巨, 聯發科, 玉晶光, 原相, 鈺創",⛔投顧資訊請謹慎操作股票資訊僅供參考請自行評估風險飆股急先鋒  林鍾翔美股大漲(科技股漲更多)  對上  國內疫情擴大 。下週台股是漲是跌？！5/14週五台股小漲156點收15827，融資再減58億(連四減)融券小增，台股週三低點15165短線上不易再跌破，但大盤未站穩16243(5日線)也不能說是多頭，以週線來看本週高17304低15165價差約2150點，未來三週指數位階就在此區間，我的預測應是在16000點上下500點左右(大家可以參考哦)剛把盤勢分析，仔細的說明，才發覺很多投資人對疫情很擔心，怕下週股市又重挫。客觀來看美股科技股大漲逾300點(逾2.3%)，半導體指數也大漲87點(逾3%)，應該是放空的才睡不著吧！當然不必太樂觀但也不必太悲觀丫，不再破低就代表底部，站上5日線更代表短線轉強，能站上月線難道不是中多嗎?不要自己嚇自己！lC設計仍是多頭的指標，如果大盤要反攻向上，lC設計絕對不能缺席，怎麼可能大盤要上漲是由航運，鋼鐵或傳產漲，而lC設計跌，那就太扯了，大家說對嗎？聯發科，1000有壓力，800支撐很強。原相，下週站上176(5日線)轉強，尤其未來均扣低點，攻上180轉多頭，今年獲利再成長。鈺創，Q1正式轉盈，今年為成長年，站上24(5日線)短多成立，站上26中多形成，拭目以待。愛普，天鈺，敦泰，智原，凌陽再跌也不多了，可區間。光學股玉晶光，融資再大減，融券大增，外資連四買，站上5日線，短多形成。被動元件國巨，實施庫藏股，外資投信自營商，也不賣了(只小買)代表420的支撐很強了。總結說明:台積電518及聯電44再加上被動元件國巨，光學股玉晶光的底部都幾乎明確了，所以指數再大跌不可能了。lC設計基本面轉好就必須先止穩上攻，看法人態度，反正下週大家就可以驗證了。股票有自己的價值，尤其是主力籌碼股低檔有限，等漲上來大家又都很看好了。大家防疫要做好祝大家平安。,306
