,日期,標題,內容,讚數
10,2021/05/21 10:17,加權指數,凱瑞學堂打狗要看主人看線也要看主人你每天一直盯著線，你有仔細看看誰拉著線嗎.....？,988
11,2021/05/21 09:12,"台聚, 宏泰, 永豐金, 華廣, 漢翔",🚩🚩🚩台聚：古雷石化區已經逐步量產，今年8月份產能將全部開出，營收將逐月創新高，台聚絕對有機會突破60元。,"1,605"
12,2021/05/21 05:29,"台聚, 大亞, 永豐金, 潤泰新, 隆大",🍔🍔🍔大家早安！封城封路不封心。隔山隔水不隔情。大家務必做好防疫措施，一起加油。💪💪💪今早美國股市收盤情形：1.道瓊漲188點（+0.55%）。2.那斯達克漲236點（+1.77%）。3.費城半導體漲78點（+2.64%）。4.S&P 500漲43點（+1.06%）。5.台積電ADR漲0.88元（+0.78%）。6.聯電ADR跌0.21元（-2.41%）。7.鴻海ADR漲0.25元（+3.33%）。8.紐約原油目前為61.95元。🤑🤑🤑期待疫情能趕快穩住，大家能健康快樂的過生活。💝💝💝耐心等待財富（神、運）自來。🚞🚞🚞跟著《發財1哥》走，一路-----發！發！發！,"2,987"
13,2021/05/21 08:59,"友達, 群創, 彩晶",若看到新聞標題做股票，又會落入有心人的圈套！早在這新聞發布的前兩天，外資大賣面板股，大家就知道後面的內涵是什麼了！這種看似利空的新聞見報，通常是最後一手了，外資先調節持股目的，只是為了下一次撿更便宜的低檔，若早盤散戶看利空打殺股票，外資剛好回補這兩天的空單，不又落入外資的圈套！這種手法在面板已經屢見不鮮了！先來看謝勤益說了什麼？1. 後疫情時代，下半年解封，面板需求減緩？歐美接種疫苗後號稱即將陸續解封，目前看法只是將疫情期間嚴格管制（如封城）等措施放寬，真正距離回覆疫情前正常生活仍有一大段距離，最近變種病毒持續擴散，日本民眾還抗議奧運舉辦，印度疫情持續嚴重，要達到全球解封可能還要再一年。歐美面板需求早在去年疫情最嚴重時就過了，現在新增的需求反而是其他地區如中南美、東南亞等其他地區遠距、教育標案需求，面板這波會漲價，需求的因素只佔了一部分，真正原因是面板不再建新世代廠，大陸控主導價格，目前大陸市佔超過7成，你認為他會願意給歐美甜甜價的面板嗎？2. 大陸去瓶頸擴產，造成供給過剩？這又是那就新聞來炒作，先前研究報告計算出大陸所有舊廠都「願意」花錢去瓶頸增產，同時可以拿到零組件，還需3年的時間才可能新增約8%的產能（約1間10.5代+1間8.5代），但前提是大陸廠會笨到這時候去增產來銷價競爭嗎？現在價格這麼好，至少可以撈三年以上，又沒有之前韓國兩廠擴產競爭搶市佔，在大陸廠主導價格下，價格確定回不去了！3. 研究單位估計光TV面板一年平均尺寸增加1吋，就會增加約5-6%面板需求，就算明年TV出貨量持平，光民眾對大尺寸需求電視逐年增加，在產能沒有明顯增加下，明年的供需缺口仍會吃緊。還有驅動IC在晶圓廠擴產這件事，沒有謝勤益想的這麼樂觀，現在半導體產能會以利潤高的汽車、5g、醫療、IT產品高階IC為主，他們都排不到產能了，利潤最低的面板驅動IC可能搶到產能嗎？這則新聞就我看來就是利空出盡，只是藉此用來搶佔面板持仍持續漲價的版面罷了！,"1,210"
14,2021/05/21 11:07,"長榮, 陽明, 萬海, 慧洋, 四維航",下午3點要公布SCFI指數這是航運費用很重要指標美國物資很多來自中國SCFI漲不漲就很重要美國疫情應該再拼7月4日解封現在就要儲備物資覺得會漲就按讚...覺得會跌可按不讚(我可接受啦~),167
15,2021/05/21 10:12,"鴻海, 台積電, 聯發科, 萬海","所以很多無知的分析師 天天在喊 什麼海賊王 斷頭潮 =   ="" 真呆今天如果沒有海賊王~!! 你台股就是14200點的 看看真正的斷頭潮是發生在什麼股票??? 全部都是電子股 ..... 電子股已經高估了 90倍 事全部股票喔~!! 聽清楚 是包含全部股票喔。就是聯發科 鴻海 台積電 這種都是被例入 垃圾股 漲多就是垃圾不然勒??",10
16,2021/05/21 09:19,寶齡富錦,這不用逃啊 每一隻防疫股都能逃 我覺得這隻沒必要逃快篩的價格經過一個六日 禮拜一會反應,16
17,2021/05/21 09:29,寶齡富錦,快逃啊。這支股票很爛的。要跌了,3
18,2021/05/21 10:01,聯詠,嚇死寶寶了，預計2023年獲利衰退然後，股價下修到414.你TMD魔跟屎啖粒真是，超超超前布局耶.研究員你是在國外寫報告台股的報告嗎？https://technews.tw/2021/05/20/ddi-ms/,23
19,2021/05/21 04:15,長榮,政府應懸崖勒馬（政府莊家勿沈醉從股市吸納高額稅收）應正向學習美國股市全面開放當沖甚至全額交割（帳戶足額保證金）即時交🈹️隨時🉑️反向操作開放漲、跌幅10%限制，🈵️足當下買（賣）需求，避免停板的不良效性始能減少籌碼優勢者在20%空間內作勢作價（近年此亂象益為嚴重），坑殺散戶惟需即時支付（收回）交🈹️款扼止目前🈚️本當沖的亂象避免「x年股神」陸續為違約，信用破產！後記：金融市場本就是另類casino 爾虞ㄨ詐（外資等法人常說ㄧ套，作一套，台🈶️法🉑️管嗎？政府🈶️出手過嗎？）內部人、籌碼（資本）優勢者穩贏但政府作莊即應設法讓多空等因素即時揭露降低資訊不對稱的影響最後，試問諸位那裡🈶️不帶本💰，就🉑️進場下注輸贏的Casino（別說您的VVIP資格是不需資本的）？目前，臺灣股市的🈚️本當沖就是執政者，三思ㄚ！！！,21
20,2021/05/20 17:58,"聯電, 華邦電, 友達, 群創, 彩晶",群創友達聯電華邦電明日看盤重點：快樂散戶請看圖一二三，很明顯彩晶，友達，群創這五天三大法人是大賣超，大出貨，兩天前的兩隻漲停，現在證明是假拉高真出貨了，事實證明一番兩瞪眼。老粉絲們你們4月13日開始就知道彩晶，友達，群創是要假拉高真出貨，雖然我們走早一點，但是少賺一點比起大賠一褲子，老粉絲們你們真是先知，你們已經選擇當股市高手，給老粉絲們的睿智拍拍手，你們真棒！下週五前聯電華邦電群創等十月線上下佈局，鋼鐵玻璃紙類可比照辦理，海運還要等兩周，慢慢等，錢早晚是你們老粉絲們的，追蹤我不定時分析老粉絲們按讚,"4,144"
21,2021/05/21 03:47,台積電,政府應懸崖勒馬（政府莊家勿沈醉從股市吸納高額稅收）應正向學習美國股市全面開放當沖甚至全額交割（帳戶足額保證金）即時交🈹️隨時🉑️反向操作開放漲、跌幅10%限制，🈵️足當下買（賣）需求，避免停板的不良效性始能減少籌碼優勢者在20%空間內作勢作價（近年此亂象益為嚴重），坑殺散戶惟需即時支付（收回）交🈹️款扼止目前🈚️本當沖的亂象避免「x年股神」陸續為違約，信用破產！,21
22,2021/05/21 09:26,"國巨, 聯發科, 加權指數, 環球晶",昨天說什麼半導體調降、笑死疫情擴散怕死我真的不知道你在怕什麼、明天漲反彈價格5/12-5/13到昨天我講6天都還沒錯😜,25
23,2021/05/21 10:07,瑞基,＊核酸檢測需耗時2-4小時，準確率高。全台醫護人員短缺，甚至需招集退休醫護人員。（普生、瑞基、金萬林、博錸）＊抗原快篩，可10-20分鐘快速偵測，但準確率無核酸檢測高。政府擔心開放企業自行快篩，由非醫護人員操作採驗，除了準確性有疑慮，另擔心採檢呼吸道採檢，有感染風險，而企業未做好感控ＳＯＰ。（寶齡富錦、長興、安特羅、亞諾法、泰博）近期，甚至有萬華洗腎中心私自購買快篩，驗出個案有陽性的新聞，因為違法，當然會知情不報。就怕這樣的事件越來越多。博錸，與日本共同研發的最新技術。可一次篩檢百種變異病毒、有核酸檢測的準確性、免特殊設備、免過多醫護人力、３－５分鐘測出結果。結合核酸檢測、抗原快篩的優點→準確、省時、省成本、省人力且跟普生、瑞基、金萬林，都是做核酸檢測的，也早就通過ＦＤＡ緊急使用授權、衛福部醫療器材專案製造許可。您可以鼓吹不買興櫃股，但他應有自己該有的價值，看不懂大家針對博錸的恐慌性賣壓期待能像國外，藥局即可販售，供民眾購買檢測供參考，理性投資,48
24,2021/05/21 08:24,"亞諾法, 寶齡富錦",疫情燒不停，企業可買快篩了。中央指揮中心指揮官陳時中對「企業購買快篩檢測試劑鬆口」，未來會訂指引，昨（20）日在全國防疫會議會後記者會報告中表示，已請各地方政府儘速盤點熱區採檢站設立事宜。外界預期，快篩檢測商機即將引爆，寶齡富錦、泰博、安特羅、亞諾法、長興材料、普生、博錸等，都是主要受惠者。~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`這些快篩試劑廠，像泰博等公司，原本都是以外銷市場為主，表要原因是政府並不鼓勵在國內採用嘛，但是在世界上很多疫情嚴重的地區，如印度、中南美、南亞、非洲都有快篩的市場需求。現在因為國內疫情擴散，政府不得不全省到處設快篩站，但口頭上還是要酸一下說「抗原快篩比不上PCR」。報導指出，台灣在諾富特飯店出現的防疫破口，凸顯台灣的關鍵問題之一在於篩檢頻率相對較低。彭博指出，台灣疾管署去年屢次為此辯護，認為普篩可能很多偽陽性的情形，浪費醫療資源，但這個立場卻和全球對篩檢的最佳做法相左－多數國家更擔心偽陰性病例會進入社區，引發疫情蔓延。https://money.udn.com/money/story/12972/5473652,27
25,2021/05/21 09:37,寶齡富錦,快逃啊。這支股票很爛的。要跌了真的。 不懷疑,3
26,2021/05/21 04:59,"台積電, 友達, 群創, 加權指數",看來人家主力一點也不給空頭機會😊開低空頭會投降（這是最壞狀況），想不到，直接在盤後盤給他做完，優於預期😊還需要解盤嗎？哈哈哈😄,116
27,2021/05/20 18:06,"第一銅, 友達, 晶豪科, 敦泰, 天鈺",🌟2021/05/20🌟💔沒有慶祝行情的520友達：⭕留倉 成本21.25天鈺：⭕留倉 成本279.5敦泰：⭕留倉 成本171.25東和鋼：⭕留倉 成本41.4華新：⭕留倉 成本24.1長榮：⭕留倉 成本65.9聯電：⭕留倉 成本45.5華紙：⭕留倉 成本21.7第一銅：⭕留倉 成本60.3網家：⭕留倉 成本109.5加權認購權證：⭕留倉☠️已出場股票晶豪科：🈹-16%📝本日：加碼：長榮，網家買進：第一銅賣出：晶豪科,793
28,2021/05/21 09:12,寶齡富錦,快逃啊 要跌停了 已出,1
29,2021/05/20 23:56,"友達, 群創, 彩晶",閃光睡前密令長話短說，明天收紅（機率50%），今天測試壓力過關，要晚點發，怕被狙擊，啊！算了沒事，晚安，預測不準我明天會偷偷刪文。按讚，追蹤，分享，開啟小鈴鐺。,70
30,2021/05/20 23:26,"大成鋼, 友達, 萬海, 群創, 加權指數",警語～～不認同請離開！單純分享自己的研究觀察與操作方法並沒有任何投資建議與個股買進時機若有看完文後自行進場敬請盈虧自負星期二發文提到自己新增個股「萬海」如果你在週三就進場了那恭喜你今天直接賺到一根漲停！不過還是希望你有居高思危的觀念以及你不是用融資去購買股票因為明天的情況可能是看高走低所以我明天會考慮獲利了結。粉絲私訊我貨櫃三雄為何看中萬海？因為當時萬海籌碼集中包括秘密券商持續買進那還有沒有類似的個股？有！但我在等它拉回甚至跌停進去買它如果我明天買到會跟大家報告的另外有其他粉絲問我生技個股？我在上一篇已經說到我不會去追若真的要避險的選擇！我選國光生因為其他的個股都已經反映了股價你現在才進去就準備幫忙抬轎與洗碗我看好的個股還是不變有興趣的朋友請看之前的發文如果你持有面板可追蹤「鄉巴佬」達人他那邊有很完整的產業分析至於其他人分析的面板就不用看了因為很多都是騙讚而已。如果你持有的個股比較冷門甚至抱起來心驚膽跳可去看看YouTuber懶骨頭的影片包括你也可以問問他個股的看法至於明天的走勢我還是覺得開高走低不要問我為什麼？我分析完就是覺得這樣這個版上各有各的看法我都尊重只要你賺錢就好！天佑台灣。疫情減緩操作順利。荷包滿滿,130
31,2021/05/20 21:20,"友達, 群創, 彩晶",看到今天的面板報價，大概一堆看空的人就會說，漲幅收斂，面板景氣快要反轉了！用漲幅看面板報價趨勢，就會有錯誤的迷思！面板報價為每個月上旬（5日）、下旬的（20日）會在Witsview 公告，公佈當期的價格及漲幅，會用前一期的報價當基準，算出那一期的漲價金額（美元）及漲幅。我用32吋面板舉例，假設4/5報價為80美元，4/20報價為83美元，上漲了3美元會用前期報價的80美元當分母計算漲幅，大概3.75%，5/5報價86美元，較上一期4/20一樣上漲3美元，漲幅就會縮小到3.6%，一樣的漲3美元，但漲幅卻是收斂了！若用32吋面板成本計算，那就不一樣了！假設32吋面板成本約30美金計算的，4/20漲3美元和5/5一樣漲3美元，對於面板獲利都是成長10%，只要上漲的金額，都會直接對面板廠帶來實際的獲利成長，你就知道同樣漲價金額但不同漲幅數字，有時候會讓人錯覺獲利收斂的迷失！對於面板報價，對面板看空的投資者，漲幅太大就會說影響終端銷售，漲幅收斂，就會說面板景氣準備反轉，不懂其中內涵的人，就會相信那些鬼分析師所提出的鬼理論！所以我還是建議初入股市的投資人不要隨便看電視名嘴、分析師或新聞報導就去做股票，那會讓你付出代價的！面板這波報價TV板漲幅收斂是好事，對於終端市場價格壓力可以稍緩，對於雙虎大尺寸面板出貨比例遠低於大陸雙雄，反觀這波漲幅較高的NB、IT板，雙虎的佔比都很高，對於Q2、Q3的獲利會是更有利的，已經有許多市調機構都預估NB一整年都缺面板，報價持續漲到21Q4是有機會的。我們來猜猜明天新聞對這次面板價格的下標？「面板漲幅收斂、面板廠Q3獲利有疑慮？」「面板景氣即將反轉，投資者要小心？」有腦的同學們了，你們怎麼會看呢？認同的同學們，請幫忙按個讚！👍👍👍分享給更多人知道！🙏🙏🙏,"2,278"
32,2021/05/20 23:41,"中天, 合一",5/20日QA中國藥證加速審查還在爭取中爭取到加速審查之前，表定是200個工作日會回覆,567
33,2021/05/21 09:19,"台積電, 聯發科, 國光生, 元晶",1、國光生技：在最近發布的財務報表中提到流感疫苗已取得“清真認證”，產品進入穆斯林市場，清真市場的經濟體多大，朋友們搜尋一下便可以預測2、「程序通過後再生產疫苗就來不急了」：國光生技早一步將量產疫苗列為重點，證實台中潭子已開始量產疫苗，攜手永昕和中裕2家業者一同合作，目標今年底量產10萬劑2、元晶：國內外太陽能模組的需求持續增加，好消息公佈只是時間問題，預估是疫情稍緩後。3、台積電、聯發科：技術突破，渴望持續獨佔市場,40
34,2021/05/21 02:29,寶齡富錦,來說說寶齡狀況與想像空間先講五月業績，有幾點參考：1.飛確快篩在印度與新南向的訂單增加，而營收應該會列在五月份。2.疫情爆發，國內快篩需求暴增，飛確我認為是目前國內抗原快篩CP值最高的。3.疫情升溫這段期間，消毒需求大大增加，寶齡就是做消毒的，因此業績肯定會增加。4.拿百磷美國業績成長4%，分潤會列入五月業績。以上幾個加起來，我相信五月業績應該會很精彩。再來說說想像空間    我最期待的是未來診所、企業、機場與藥局等都要有快篩，只要有發燒症狀就要篩一下！除了台灣還銷售到國外。我跟丁特助聊過，他有跟我提到後疫情時代，抗原快篩是更重要的，我也認為如此。未來在快篩的部分，包含新冠、幽門桿菌與其他快篩，可能產生10元以上的EPS，是很值得期待的。    再來是拿百磷，明年許博士的專利倒期，不用分潤一半給許博士，屆時業績肯定更好，加上歐洲的銷售，美國的分潤肯定會更加提升。    鐵劑市場的部分，我問丁特助，市場補鐵的方式這麼多，為什麼要這麼重視擴充性藥證。他說，在重症患者（洗腎、癌症等），一般市面上的鐵劑是無法吸收的，現階段只能透過點滴的方式補鐵，而拿百磷可以解決打點滴問題，直接吃就可以有效補充重症患者鐵。    原料藥市場，在疫情時代，任何原料都會短缺，寶齡將檸檬酸鐵的步驟簡化，縮小了成本，未來提供全世界檸檬酸鐵原料，將也會是個大市場。    中國藥證是很重要的大市場，也是近期超大利多。未來拿百磷銷售直接抽一半分潤，通過藥證後權益金也很高。接下來就是泰國、韓國、東南亞藥證與市場。其實寶齡有很多的想像空間，只是有些利多要等比較長時間，以上皆為個人的研究與想像，供給大家參考，有錯誤的地方請告知，謝謝。,50
35,2021/05/20 17:17,"集盛, 陽明, 萬海, 敦泰, 保瑞","我是逆轟,各位大大,好久不見了! 真是抱歉遲到了其實最近逆轟都在忙公司的事,全公司上上下下很多事務都變成遠距處理,因此真的沒有空上來這邊跟大家見面聊聊,我這個校長兼撞鐘的,一律事必躬親來處理,因此想說就乾脆戒掉同學會一週,但之後也無法多抽空再跟大家密集分享操作心得,也無法多回應給大家,真心說聲抱歉!其實員工們遠距上班,會比大家面對面上班麻煩數倍且效率差很多,但我決定超前部署,不要等到疫情指揮中心下令升四級,我就直接在公司下令直接遠距上班,我只知道我的成本增加,麻煩度增加,但為了員工安全,他們也不用每天再搭大眾運輸系統往返家裡跟公司,這樣對他們也好接下來仍是分享我的操作,今天買進的,都是今天的強勢股,如2615萬海以及1455集盛等等,至於6472保瑞昨天強,今天續強,那就續抱,沒有賣出的理由昨天進的一堆股票,今天也砍掉一堆,昨天進的都是拉漲停的,但只要漲勢疲弱或者是出現下跌的情況,不意外的都被我砍光光,如3545敦泰,4961天鈺,6492生華科,這些都是昨天的強勢股,但今天一轉弱就全出,就連2609陽明算強喔,但因為跟萬海比起來仍弱因此我的作法仍只有八個字,汰弱留強,追高殺低,我永遠讓我手中的牌是最強的,至少讓明天安心一些,但今天強不代表明天強,我今天入手的強勢股,若明天轉弱,一樣被我毫不留情地砍光,或許您會問這樣的操作能賺錢嗎?這….如果您多了解就會發現,大賺小賠是我的心法,您看今天的保瑞一檔,就能cover我多數的下跌股了,若再加上陽明盤中獲利了結,且弱勢股賣掉的價位都算不錯,其實今天整體帳面又增加二十幾萬,公司開銷太大,如果不從股市賺些錢,怎麼補公司的坑呢? XD 大家很久都沒聽到這句了,最後逆轟一樣要祝福大家年底順利買車又買房,逆轟趕緊再上來加持一下,您若相信您可以,您就一定可以的..大家加油! 因為真的忙,若沒有回應您,就請多包涵,但歡迎大家底下多留言,一起討論您的操作心法,我相信有您的熱心分享,必定成為大家跟逆轟成長的養分,謝謝您!","1,101"
36,2021/05/21 03:58,長榮,匯豐看見亮點？昨天在航運大手筆砸下30幾億？有興趣再往下閱讀，以免浪費寶貴時間,62
37,2021/05/21 09:47,聯發科,衝吧，千景無限～^_^,5
38,2021/05/21 09:49,寶齡富錦,希望越關越大尾,10
